BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,Low delay,Medium Delay,High Delay
4000,BPR,248073304.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.18,0,Z001,Cash,64970028,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.0,0,No Delay,0.69,0.25,0.06
4000,BPR,2431602269.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.2,0,Z001,Cash,64970767,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.0,0,No Delay,0.65,0.28,0.07
4000,BPR,2495138494.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.17,0,Z001,Cash,64971089,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.64,0.31,0.06
4000,BPR,2431602284.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.17,0,Z001,Cash,64971119,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.68,0.26,0.06
4000,BPR,2431602512.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64977167,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.57,0.37,0.06
4000,BPR,2431602559.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.19,0,Z001,Cash,64978774,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.66,0.28,0.05
4000,BPR,248073347.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.19,0,Z001,Cash,64978889,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.76,0.19,0.05
4000,BPR,2431602561.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64978944,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.58,0.37,0.05
4000,BPR,248073349.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.19,0,Z001,Cash,64978925,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.76,0.19,0.05
4000,BPR,248073348.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.19,0,Z001,Cash,64978905,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.76,0.19,0.05
4000,BPR,2431602570.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64979303,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.58,0.37,0.05
4000,BPR,2431602584.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.13,0,Z001,Cash,64979758,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.57,0.37,0.06
4000,BPR,2431602604.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.19,0,Z001,Cash,64980251,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.66,0.28,0.05
4000,BPR,248073409.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.19,0,Z001,Cash,64982677,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.0,0,No Delay,0.77,0.19,0.05
4000,BPR,248073408.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.18,0,Z001,Cash,64982670,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.0,0,No Delay,0.73,0.22,0.05
4000,BPR,2431603198.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.15,0,Z001,Cash,64991586,28.12.2018,Dec,28-12-18,28-12-18,1221001,2019,0.21,1,0 to 10,0.4,0.54,0.07
4000,BPR,2431603194.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64991573,28.12.2018,Dec,28-12-18,28-12-18,1221001,2019,0.21,1,0 to 10,0.37,0.57,0.06
4000,BPR,2431603206.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.18,0,Z001,Cash,64991808,28.12.2018,Dec,28-12-18,28-12-18,1221001,2019,0.21,1,0 to 10,0.35,0.57,0.08
4000,BPR,2431603207.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64991813,28.12.2018,Dec,28-12-18,28-12-18,1221001,2019,0.21,1,0 to 10,0.4,0.54,0.07
4000,BPR,2418113852.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.15,1,Z001,Cash,63004442,30.12.2018,Dec,30-12-18,30-12-18,1221001,2019,1.78,10,0 to 10,0.2,0.71,0.09
4000,BPR,248072965.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.15,1,Z001,Cash,64919636,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.64,0.36,0.0
4000,BPR,2431602429.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.15,1,Z001,Cash,64975347,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,1.35,8,0 to 10,0.19,0.72,0.08
4000,BPR,2431602428.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,1,Z001,Cash,64975335,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,1.35,8,0 to 10,0.19,0.72,0.08
4000,BPR,248072966.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.16,1,Z001,Cash,64924223,07.12.2018,Dec,07-12-18,07-12-18,1221001,2019,0.0,0,No Delay,0.74,0.24,0.03
4000,BPR,2431602425.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,1,Z001,Cash,64975310,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,1.35,8,0 to 10,0.19,0.72,0.08
4000,BPR,248072960.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.17,1,Z001,Cash,64918786,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.55,0.45,0.0
4000,BPR,248072967.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.17,1,Z001,Cash,64924241,07.12.2018,Dec,07-12-18,07-12-18,1221001,2019,0.0,0,No Delay,0.61,0.36,0.03
4000,BPR,248072982.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.17,1,Z001,Cash,64926397,07.12.2018,Dec,07-12-18,07-12-18,1221001,2019,0.0,0,No Delay,0.61,0.36,0.03
4000,BPR,248073168.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.17,1,Z001,Cash,64956418,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.83,5,0 to 10,0.21,0.73,0.06
4000,BPR,248072983.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.18,1,Z001,Cash,64926400,07.12.2018,Dec,07-12-18,07-12-18,1221001,2019,0.0,0,No Delay,0.61,0.36,0.03
4000,BPR,248073167.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.18,1,Z001,Cash,64956399,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.83,5,0 to 10,0.19,0.75,0.06
4000,BPR,2431602397.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.19,1,Z001,Cash,64974917,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,1.35,8,0 to 10,0.19,0.73,0.08
4000,BPR,2495138205.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.19,1,Z001,Cash,64938408,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.55,0.31,0.13
4000,BPR,2431602412.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.19,1,Z001,Cash,64975060,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,1.35,8,0 to 10,0.19,0.73,0.08
4000,BPR,2431603432.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.1,2,Z001,Cash,63000574,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.78,4,0 to 10,0.18,0.75,0.07
4000,BPR,2431602838.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.15,2,Z001,Cash,64983881,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.82,5,0 to 10,0.21,0.72,0.07
4000,BPR,2431603423.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,2,Z001,Cash,64999717,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.78,4,0 to 10,0.19,0.73,0.08
4000,BPR,248073323.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.16,2,Z001,Cash,64973225,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.62,0.32,0.05
4000,BPR,248073322.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.18,2,Z001,Cash,64973207,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.7,0.25,0.06
4000,BPR,248073590.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.18,2,Z001,Cash,64998709,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.78,4,0 to 10,0.21,0.73,0.05
4000,BPR,248073589.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.18,2,Z001,Cash,64998685,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.78,4,0 to 10,0.21,0.73,0.05
4000,BPR,248073324.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.18,2,Z001,Cash,64973248,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.7,0.25,0.06
4000,BPR,2431603422.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.19,2,Z001,Cash,64999651,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.78,4,0 to 10,0.19,0.73,0.09
4000,BPR,2431603387.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.19,2,Z001,Cash,64997699,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.78,4,0 to 10,0.19,0.73,0.09
4000,BPR,2431601295.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.13,3,Z001,Cash,64949567,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.21,1,0 to 10,0.22,0.61,0.16
4000,BPR,2495138500.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.2,2,Z001,Cash,64972002,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,0 to 10,0.43,0.52,0.05
4000,BPR,2431602770.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.13,3,Z001,Cash,64982857,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.0,0,No Delay,0.56,0.38,0.06
4000,BPR,2495138497.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.2,2,Z001,Cash,64971803,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,0 to 10,0.43,0.52,0.05
2000,BPR,2424231248.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.21,2,ZZ16,Credit,64982975,25.12.2018,Dec,25-12-18,29-12-18,1221001,2019,0.0,0,0 to 10,0.31,0.62,0.07
2000,BPR,2424231184.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.22,2,Z001,Cash,64971883,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,0 to 10,0.43,0.5,0.06
4000,BPR,248073139.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.15,3,Z001,Cash,64951272,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.21,1,0 to 10,0.22,0.69,0.09
4000,BPR,2431602794.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.15,3,Z001,Cash,64983222,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.0,0,No Delay,0.55,0.39,0.06
4000,BPR,2431602768.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.15,3,Z001,Cash,64982843,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.0,0,No Delay,0.55,0.39,0.06
4000,BPR,248073138.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.16,3,Z001,Cash,64951266,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.21,1,0 to 10,0.24,0.68,0.09
4000,BPR,2431601411.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.18,3,Z001,Cash,64951984,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.21,1,0 to 10,0.23,0.6,0.17
4000,BPR,2431602793.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.18,3,Z001,Cash,64983220,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.0,0,No Delay,0.6,0.34,0.06
4000,BPR,248073539.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.19,3,Z001,Cash,64994547,28.12.2018,Dec,28-12-18,28-12-18,1221001,2019,0.21,1,0 to 10,0.28,0.67,0.05
4000,BPR,248073551.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.19,3,Z001,Cash,64994780,28.12.2018,Dec,28-12-18,28-12-18,1221001,2019,0.21,1,0 to 10,0.28,0.67,0.05
4000,BPR,248073538.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.19,3,Z001,Cash,64994526,28.12.2018,Dec,28-12-18,28-12-18,1221001,2019,0.21,1,0 to 10,0.28,0.67,0.05
2000,BPR,2426112641.0,803242,MODERN DISTROPOLIS LTD.,South,COCH,RV,0.18,3,ZZ21,Credit,64945958,13.12.2018,Dec,13-12-18,28-12-18,1221001,2019,0.0,0,0 to 10,0.34,0.48,0.18
9600,BPR,2147091949.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.16,-1,ZZ32,Credit,63005100,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,1.94,13,No Delay,0.48,0.37,0.15
9600,BPR,2147091464.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.15,-1,ZZ32,Credit,64983020,25.12.2018,Dec,25-12-18,01-01-19,1221001,2019,2.3,15,0 to 10,0.42,0.42,0.16
9600,BPR,2147092127.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.15,-1,ZZ32,Credit,63006444,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,1.94,13,No Delay,0.51,0.35,0.14
9600,BPR,2473286553.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,-1,ZZ34,Credit,63002612,30.12.2018,Dec,30-12-18,01-01-19,1221001,2019,1.94,13,No Delay,0.52,0.37,0.11
9600,BPR,2147092087.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,-1,ZZ32,Credit,63006381,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,1.94,13,No Delay,0.53,0.34,0.12
9600,BPR,2473286587.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,-1,ZZ34,Credit,63006235,31.12.2018,Dec,31-12-18,02-01-19,1221001,2019,1.92,13,No Delay,0.53,0.36,0.1
9600,BPR,2473286589.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,-1,ZZ34,Credit,63006265,31.12.2018,Dec,31-12-18,02-01-19,1221001,2019,1.92,13,No Delay,0.53,0.36,0.1
9600,BPR,2147091443.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,-1,ZZ32,Credit,64982993,25.12.2018,Dec,25-12-18,01-01-19,1221001,2019,2.3,15,No Delay,0.43,0.41,0.16
9600,BPR,2147091448.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,-1,ZZ32,Credit,64982998,25.12.2018,Dec,25-12-18,01-01-19,1221001,2019,2.3,15,No Delay,0.43,0.41,0.16
9600,BPR,2147092140.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.12,-1,ZZ32,Credit,63006466,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,1.94,13,No Delay,0.52,0.35,0.13
9600,BPR,2147092074.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.12,-1,ZZ32,Credit,63006361,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,1.94,13,No Delay,0.52,0.35,0.13
1000,BPR,2473286502.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,0,ZZ34,Credit,63000803,29.12.2018,Dec,29-12-18,31-12-18,1221001,2019,1.39,9,0 to 10,0.4,0.48,0.12
9600,BPR,2473286501.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,0,ZZ34,Credit,63000795,29.12.2018,Dec,29-12-18,31-12-18,1221001,2019,1.39,9,No Delay,0.5,0.38,0.12
1000,BPR,2471172265.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.13,0,Z001,Cash,63002268,30.12.2018,Dec,30-12-18,30-12-18,1221001,2019,1.94,13,No Delay,0.55,0.35,0.1
1000,BPR,2471172269.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.13,0,Z001,Cash,63002359,30.12.2018,Dec,30-12-18,30-12-18,1221001,2019,1.94,13,No Delay,0.55,0.35,0.1
1000,BPR,2471172266.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.16,0,Z001,Cash,63002312,30.12.2018,Dec,30-12-18,30-12-18,1221001,2019,1.94,13,No Delay,0.51,0.38,0.1
1000,BPR,2471172281.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.16,0,Z001,Cash,63002453,30.12.2018,Dec,30-12-18,30-12-18,1221001,2019,1.94,13,No Delay,0.51,0.38,0.1
1000,BPR,2471172277.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.15,0,Z001,Cash,63002423,30.12.2018,Dec,30-12-18,30-12-18,1221001,2019,1.94,13,No Delay,0.54,0.36,0.1
9600,BPR,2473286568.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,0,ZZ34,Credit,63005208,31.12.2018,Dec,31-12-18,02-01-19,1221001,2019,1.92,13,No Delay,0.53,0.36,0.1
1000,BPR,2471172303.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.13,0,Z001,Cash,63005596,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,1.92,13,No Delay,0.55,0.34,0.1
9600,BPR,2471172304.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.12,0,Z001,Cash,63005627,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,1.92,13,No Delay,0.56,0.33,0.11
1000,BPR,2471172305.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.13,0,Z001,Cash,63005692,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,1.92,13,No Delay,0.55,0.34,0.1
1000,BPR,2471172347.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.16,0,Z001,Cash,63009759,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,1.92,13,No Delay,0.52,0.37,0.1
1000,BPR,2471172354.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.13,0,Z001,Cash,63009991,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,1.92,13,No Delay,0.55,0.34,0.1
9600,BPR,2471172358.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.17,0,Z001,Cash,63010041,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,1.92,13,No Delay,0.54,0.35,0.11
9600,BPR,2471172370.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.15,0,Z001,Cash,63010445,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,1.92,13,No Delay,0.56,0.33,0.11
9600,BPR,2471171335.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,0,Z001,Cash,64921217,06.12.2018,Dec,06-12-18,06-12-18,1221001,2019,0.0,0,No Delay,0.81,0.15,0.04
9600,BPR,2147090188.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.13,0,ZZ32,Credit,64928967,08.12.2018,Dec,08-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.57,0.25,0.18
9600,BPR,2147090215.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.17,0,ZZ32,Credit,64929012,08.12.2018,Dec,08-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.54,0.29,0.17
9600,BPR,2147090199.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.19,0,ZZ32,Credit,64928984,08.12.2018,Dec,08-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.53,0.3,0.17
9600,BPR,2147090214.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.16,0,ZZ32,Credit,64929011,08.12.2018,Dec,08-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.55,0.3,0.16
1000,BPR,2426908696.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.12,0,ZZ41,Credit,64932027,10.12.2018,Dec,10-12-18,20-12-18,1221001,2019,0.65,4,0 to 10,0.2,0.62,0.18
9600,BPR,2471171557.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.13,0,Z001,Cash,64941173,12.12.2018,Dec,12-12-18,12-12-18,1221001,2019,0.77,5,No Delay,0.51,0.28,0.21
9600,BPR,2471171558.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.13,0,Z001,Cash,64941286,12.12.2018,Dec,12-12-18,12-12-18,1221001,2019,0.77,5,No Delay,0.51,0.28,0.21
9600,BPR,2471171642.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,0,Z001,Cash,64947485,14.12.2018,Dec,14-12-18,14-12-18,1221001,2019,0.77,5,No Delay,0.51,0.29,0.2
1000,BPR,2471171716.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.13,0,Z001,Cash,64955520,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,1.4,9,No Delay,0.54,0.31,0.15
9600,BPR,2471171717.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.12,0,Z001,Cash,64955537,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,1.4,9,No Delay,0.53,0.29,0.19
9600,BPR,2471171718.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.16,0,Z001,Cash,64955651,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,1.4,9,No Delay,0.51,0.29,0.2
9600,BPR,2471171719.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.12,0,Z001,Cash,64955652,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,1.4,9,No Delay,0.53,0.29,0.19
1000,BPR,2471171764.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.12,0,Z001,Cash,64959795,18.12.2018,Dec,18-12-18,18-12-18,1221001,2019,1.4,9,No Delay,0.54,0.32,0.14
9600,BPR,2471171770.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,0,Z001,Cash,64959991,18.12.2018,Dec,18-12-18,18-12-18,1221001,2019,1.4,9,No Delay,0.53,0.29,0.18
1000,BPR,2473285879.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.16,0,ZZ34,Credit,64960598,18.12.2018,Dec,18-12-18,20-12-18,1221001,2019,1.4,9,0 to 10,0.31,0.56,0.13
9600,BPR,2471171870.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,0,Z001,Cash,64965559,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,1.28,8,No Delay,0.52,0.3,0.17
1000,BPR,2471171869.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.16,0,Z001,Cash,64965558,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,1.28,8,No Delay,0.5,0.36,0.14
1000,BPR,2471171871.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,0,Z001,Cash,64965570,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,1.28,8,No Delay,0.54,0.32,0.14
1000,BPR,2471171872.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.13,0,Z001,Cash,64965582,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,1.28,8,No Delay,0.53,0.33,0.14
1000,BPR,2471171887.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.13,0,Z001,Cash,64966179,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,1.28,8,No Delay,0.53,0.33,0.14
9600,BPR,2471171949.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.12,0,Z001,Cash,64970279,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,1.28,8,No Delay,0.52,0.31,0.17
9600,BPR,2471171961.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.13,0,Z001,Cash,64972501,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,1.98,13,No Delay,0.54,0.3,0.15
9600,BPR,2471171962.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,0,Z001,Cash,64972525,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,1.98,13,No Delay,0.54,0.3,0.15
9600,BPR,2147091445.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,0,ZZ32,Credit,64982995,25.12.2018,Dec,25-12-18,01-01-19,1221001,2019,2.3,15,No Delay,0.43,0.41,0.16
9600,BPR,2471172061.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.15,0,Z001,Cash,64985661,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.89,6,No Delay,0.55,0.32,0.13
9600,BPR,2471172072.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,0,Z001,Cash,64986075,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.89,6,No Delay,0.56,0.31,0.13
9600,BPR,2471172071.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.17,0,Z001,Cash,64986013,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.89,6,No Delay,0.54,0.32,0.14
9600,BPR,2471172076.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.15,0,Z001,Cash,64986213,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.89,6,No Delay,0.55,0.32,0.13
9600,BPR,2471172078.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.12,0,Z001,Cash,64986221,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.89,6,No Delay,0.56,0.31,0.13
9600,BPR,2471172074.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.15,0,Z001,Cash,64986170,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.89,6,No Delay,0.55,0.32,0.13
1000,BPR,2471172138.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.14,0,Z001,Cash,64991024,27.12.2018,Dec,27-12-18,27-12-18,1221001,2019,0.89,6,No Delay,0.6,0.3,0.1
1000,BPR,2471172140.0,801611,SHIVA FERRIC PVT LTD,South,BANG,RV,0.15,0,Z001,Cash,64991115,27.12.2018,Dec,27-12-18,27-12-18,1221001,2019,0.89,6,No Delay,0.6,0.31,0.09
