BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,Low delay,Low Medium Delay,High Delay
9600,BPR,2452148188,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.12,1,Z007,Credit,63010806,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.42,0.37,0.21
9600,BPR,2452148194,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,1,Z007,Credit,63010858,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.41,0.32,0.27
1000,BPR,2452148192,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,1,Z007,Credit,63010841,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.42,0.33,0.25
1000,BPR,2452148175,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,1,Z007,Credit,63010037,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.42,0.33,0.25
2000,BPR,2412162543,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.07,2,ZZ18,Credit,64970960,21.12.2018,Dec,21-12-18,29-12-18,1221001,2019,1.79,13,No Delay,0.75,0.09,0.16
1000,BPR,2452148195,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,1,Z007,Credit,63010865,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.51,0.35,0.14
1000,BPR,2452148193,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,1,Z007,Credit,63010851,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.51,0.35,0.14
9600,BPR,2452148176,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,1,Z007,Credit,63010079,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.58,0.31,0.11
1000,BPR,2452148179,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,1,Z007,Credit,63010166,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.51,0.35,0.14
1000,BPR,2452148181,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,1,Z007,Credit,63010272,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.52,0.34,0.14
1000,BPR,2452148180,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,1,Z007,Credit,63010229,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.52,0.34,0.14
1000,BPR,2452148191,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,1,Z007,Credit,63010834,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.52,0.34,0.14
1000,BPR,2452148174,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,1,Z007,Credit,63010020,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.52,0.34,0.14
9600,BPR,2452148182,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,1,Z007,Credit,63010408,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.57,0.31,0.13
1000,BPR,2452148183,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,1,Z007,Credit,63010418,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.52,0.34,0.14
1000,BPR,2452148178,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,1,Z007,Credit,63010116,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.52,0.34,0.14
1000,BPR,2452148189,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.18,1,Z007,Credit,63010812,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.45,0.33,0.22
1000,BPR,2452148145,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.2,1,Z007,Credit,63008769,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.49,0.36,0.15
1000,BPR,2452148134,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.21,1,Z007,Credit,63008453,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.53,0.27,0.21
9600,BPR,1115502231,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.22,1,ZZ36,Credit,64993477,28.12.2018,Dec,28-12-18,02-01-19,1221001,2019,3.88,29,No Delay,0.61,0.26,0.13
1000,BPR,2452148149,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.23,1,Z007,Credit,63008833,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,Low Delay,0.45,0.46,0.09
1000,BPR,2452148190,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.25,1,Z007,Credit,63010821,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.55,0.32,0.13
2000,BPR,2412162633,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.17,2,ZZ19,Credit,64971058,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,1.79,13,No Delay,0.6,0.29,0.11
2000,BPR,2412162647,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.17,2,ZZ19,Credit,64971073,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,1.79,13,No Delay,0.6,0.29,0.11
2000,BPR,2412162650,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.17,2,ZZ19,Credit,64971077,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,1.79,13,No Delay,0.6,0.29,0.11
2000,BPR,2412162644,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.17,2,ZZ19,Credit,64971070,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,1.79,13,No Delay,0.6,0.29,0.11
9600,BPR,2146128053,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.15,9,ZZ41,Credit,64986005,26.12.2018,Dec,26-12-18,05-01-19,1221001,2019,16.44,145,Low Delay,0.14,0.45,0.41
9600,BPR,2146128057,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.15,9,ZZ41,Credit,64986298,26.12.2018,Dec,26-12-18,05-01-19,1221001,2019,16.44,145,Low Delay,0.14,0.45,0.41
9600,BPR,2146128077,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.15,9,ZZ41,Credit,64986672,26.12.2018,Dec,26-12-18,05-01-19,1221001,2019,16.44,145,Low Delay,0.14,0.45,0.41
1000,BPR,2202500082,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.12,9,Z007,Credit,63001365,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,16.41,143,High Delay,0.06,0.34,0.6
9600,BPR,2483313217,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.17,9,ZZ28,Credit,64972973,22.12.2018,Dec,22-12-18,25-12-18,1221001,2019,18.28,133,High Delay,0.18,0.13,0.69
1000,BPR,2483313224,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,9,ZZ28,Credit,64973205,22.12.2018,Dec,22-12-18,25-12-18,1221001,2019,18.28,133,High Delay,0.02,0.07,0.92
1000,BPR,2483313235,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,9,ZZ28,Credit,64973695,22.12.2018,Dec,22-12-18,25-12-18,1221001,2019,18.28,133,High Delay,0.02,0.07,0.92
9600,BPR,2483313249,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,9,ZZ28,Credit,64975652,23.12.2018,Dec,23-12-18,26-12-18,1221001,2019,20.17,150,High Delay,0.31,0.2,0.5
9600,BPR,2483313254,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,9,ZZ28,Credit,64975685,23.12.2018,Dec,23-12-18,26-12-18,1221001,2019,20.17,150,High Delay,0.31,0.2,0.5
9600,BPR,2483313255,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.13,9,ZZ28,Credit,64975702,23.12.2018,Dec,23-12-18,26-12-18,1221001,2019,20.17,150,Low Delay,0.32,0.34,0.34
3000,BPR,2485216521,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.13,9,ZZ28,Credit,64972398,22.12.2018,Dec,22-12-18,25-12-18,1221001,2019,18.28,133,High Delay,0.08,0.08,0.84
3000,BPR,2485216522,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.05,9,ZZ28,Credit,64972413,22.12.2018,Dec,22-12-18,25-12-18,1221001,2019,18.28,133,High Delay,0.11,0.21,0.67
3000,BPR,2485216534,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.06,9,ZZ28,Credit,64972916,22.12.2018,Dec,22-12-18,25-12-18,1221001,2019,18.28,133,High Delay,0.11,0.21,0.67
3000,BPR,2485216544,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.05,9,ZZ28,Credit,64973466,22.12.2018,Dec,22-12-18,25-12-18,1221001,2019,18.28,133,High Delay,0.11,0.21,0.67
3000,BPR,2485216558,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.06,9,ZZ28,Credit,64973854,22.12.2018,Dec,22-12-18,25-12-18,1221001,2019,18.28,133,High Delay,0.11,0.21,0.67
2000,BPR,2424231273,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.02,9,ZZ19,Credit,64987210,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,1.8,15,No Delay,0.82,0.18,0.0
2000,BPR,2424231393,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.02,9,ZZ19,Credit,63010386,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,4.14,26,No Delay,0.9,0.1,0.0
2000,BPR,2424231271,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.04,9,ZZ19,Credit,64986732,26.12.2018,Dec,26-12-18,05-01-19,1221001,2019,1.45,11,No Delay,0.69,0.3,0.01
2000,BPR,2424231274,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.12,9,ZZ19,Credit,64987214,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,1.8,15,No Delay,0.62,0.28,0.1
2000,BPR,2424231264,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.14,9,ZZ19,Credit,64985161,26.12.2018,Dec,26-12-18,05-01-19,1221001,2019,1.45,11,No Delay,0.62,0.36,0.02
2000,BPR,2424231272,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.16,9,ZZ19,Credit,64987209,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,1.8,15,No Delay,0.65,0.22,0.12
2000,BPR,2424231282,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.24,9,ZZ19,Credit,64988151,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,1.8,15,No Delay,0.96,0.03,0.01
2000,BPR,2424231270,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.25,9,ZZ19,Credit,64986726,26.12.2018,Dec,26-12-18,05-01-19,1221001,2019,1.45,11,No Delay,0.8,0.19,0.01
2000,BPR,2424231392,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.29,9,ZZ19,Credit,63010385,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,4.14,26,No Delay,0.94,0.06,0.0
2000,BPR,2424231312,120296,MAHARASHTRA METAL INDUSTRIES P,West,BOMB,RV,0.02,9,ZZ19,Credit,64996018,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,0.74,5,No Delay,0.51,0.49,0.0
2000,BPR,2483313891,120296,MAHARASHTRA METAL INDUSTRIES P,West,BOMB,RV,0.15,9,ZZ34,Credit,63002862,30.12.2018,Dec,30-12-18,01-01-19,1221001,2019,1.33,9,No Delay,0.62,0.1,0.28
2000,BPR,2483313461,124762,SKM GALVA,West,BOMB,RV,0.25,-6,ZZ41,Credit,64989445,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.65,0.1,0.26
2000,BPR,2483313464,124762,SKM GALVA,West,BOMB,RV,0.25,-6,ZZ41,Credit,64989486,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.65,0.1,0.26
2000,BPR,2483313463,124762,SKM GALVA,West,BOMB,RV,0.24,-6,ZZ41,Credit,64989475,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.65,0.1,0.26
2000,BPR,2483313501,124762,SKM GALVA,West,BOMB,RV,0.24,-6,ZZ41,Credit,64990728,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.65,0.1,0.26
2000,BPR,2483313455,124762,SKM GALVA,West,BOMB,RV,0.22,-6,ZZ41,Credit,64989226,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.63,0.1,0.27
2000,BPR,2483313502,124762,SKM GALVA,West,BOMB,RV,0.22,-6,ZZ41,Credit,64990735,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.63,0.1,0.27
2000,BPR,2483313490,124762,SKM GALVA,West,BOMB,RV,0.22,-6,ZZ41,Credit,64990359,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.63,0.1,0.27
2000,BPR,2483313487,124762,SKM GALVA,West,BOMB,RV,0.22,-6,ZZ41,Credit,64990329,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.63,0.1,0.27
2000,BPR,2483313460,124762,SKM GALVA,West,BOMB,RV,0.21,-6,ZZ41,Credit,64989429,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.62,0.1,0.28
2000,BPR,2483313491,124762,SKM GALVA,West,BOMB,RV,0.2,-6,ZZ41,Credit,64990370,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.61,0.1,0.29
2000,BPR,2483313500,124762,SKM GALVA,West,BOMB,RV,0.2,-6,ZZ41,Credit,64990716,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.61,0.1,0.29
2000,BPR,2483313479,124762,SKM GALVA,West,BOMB,RV,0.2,-6,ZZ41,Credit,64989995,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.61,0.1,0.29
2000,BPR,2483313473,124762,SKM GALVA,West,BOMB,RV,0.2,-6,ZZ41,Credit,64989878,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.61,0.1,0.29
2000,BPR,2483313478,124762,SKM GALVA,West,BOMB,RV,0.19,-6,ZZ41,Credit,64989982,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,High Delay,0.3,0.1,0.6
2000,BPR,2483313505,124762,SKM GALVA,West,BOMB,RV,0.19,-6,ZZ41,Credit,64990775,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,High Delay,0.3,0.1,0.6
2000,BPR,2483313462,124762,SKM GALVA,West,BOMB,RV,0.19,-6,ZZ41,Credit,64989457,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,High Delay,0.3,0.1,0.6
2000,BPR,2483313471,124762,SKM GALVA,West,BOMB,RV,0.19,-6,ZZ41,Credit,64989854,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,High Delay,0.3,0.1,0.6
2000,BPR,2483313476,124762,SKM GALVA,West,BOMB,RV,0.18,-6,ZZ41,Credit,64989940,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,High Delay,0.24,0.02,0.74
2000,BPR,2483313472,124762,SKM GALVA,West,BOMB,RV,0.17,-6,ZZ41,Credit,64989862,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.72,0.15,0.13
2000,BPR,2483313506,124762,SKM GALVA,West,BOMB,RV,0.17,-6,ZZ41,Credit,64990784,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,No Delay,0.72,0.15,0.13
2000,BPR,2483314163,124762,SKM GALVA,West,BOMB,RV,0.09,-10,ZZ41,Credit,63008113,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,3.46,44,No Delay,0.56,0.37,0.07
2000,BPR,2483314108,124762,SKM GALVA,West,BOMB,RV,0.08,-10,ZZ41,Credit,63007172,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,3.46,44,Low Delay,0.18,0.76,0.06
2000,BPR,2483313959,124762,SKM GALVA,West,BOMB,RV,0.08,-9,ZZ41,Credit,63003855,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,9.09,76,Low Delay,0.31,0.68,0.01
2000,BPR,2483313926,124762,SKM GALVA,West,BOMB,RV,0.08,-9,ZZ41,Credit,63003302,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,9.09,76,Low Delay,0.31,0.68,0.01
2000,BPR,2483313924,124762,SKM GALVA,West,BOMB,RV,0.08,-9,ZZ41,Credit,63003294,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,9.09,76,Low Delay,0.31,0.68,0.01
2000,BPR,2483314237,124762,SKM GALVA,West,BOMB,RV,0.23,-3,ZZ41,Credit,63009438,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,3.46,44,No Delay,0.75,0.22,0.04
2000,BPR,2483313458,124762,SKM GALVA,West,BOMB,RV,0.08,-6,ZZ41,Credit,64989306,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,8.94,78,Low Delay,0.3,0.68,0.01
2000,BPR,2483313120,124762,SKM GALVA,West,BOMB,RV,0.23,-2,ZZ28,Credit,64966687,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,3.5,24,No Delay,0.95,0.05,0.0
2000,BPR,2483314225,124762,SKM GALVA,West,BOMB,RV,0.08,-3,ZZ41,Credit,63009122,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,3.46,44,Low Delay,0.18,0.76,0.06
2000,BPR,2483313341,124762,SKM GALVA,West,BOMB,RV,0.09,1,ZZ28,Credit,64981936,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,6.48,38,No Delay,0.76,0.23,0.01
2000,BPR,2483313457,124762,SKM GALVA,West,BOMB,RV,0.17,1,ZZ28,Credit,64989291,27.12.2018,Dec,27-12-18,30-12-18,1221001,2019,8.94,78,No Delay,0.72,0.14,0.13
2000,BPR,2483313411,124762,SKM GALVA,West,BOMB,RV,0.08,2,ZZ28,Credit,64986241,26.12.2018,Dec,26-12-18,29-12-18,1221001,2019,9.23,67,Low Delay,0.24,0.68,0.07
2000,BPR,2483313301,124762,SKM GALVA,West,BOMB,RV,0.08,2,ZZ28,Credit,64979438,24.12.2018,Dec,24-12-18,27-12-18,1221001,2019,5.57,33,Low Delay,0.36,0.64,0.0
2000,BPR,2483313122,124762,SKM GALVA,West,BOMB,RV,0.17,1,ZZ28,Credit,64966700,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,3.5,24,No Delay,0.81,0.07,0.12
2000,BPR,2483313125,124762,SKM GALVA,West,BOMB,RV,0.17,1,ZZ28,Credit,64966717,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,3.5,24,No Delay,0.81,0.07,0.12
2000,BPR,2483313385,124762,SKM GALVA,West,BOMB,RV,0.09,2,ZZ28,Credit,64985061,26.12.2018,Dec,26-12-18,29-12-18,1221001,2019,9.23,67,No Delay,0.62,0.3,0.08
2000,BPR,2483313377,124762,SKM GALVA,West,BOMB,RV,0.06,3,ZZ28,Credit,64982837,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,6.48,38,Low Delay,0.4,0.6,0.0
2000,BPR,2483313300,124762,SKM GALVA,West,BOMB,RV,0.1,2,ZZ28,Credit,64979424,24.12.2018,Dec,24-12-18,27-12-18,1221001,2019,5.57,33,No Delay,0.82,0.16,0.03
2000,BPR,2483313098,124762,SKM GALVA,West,BOMB,RV,0.05,4,ZZ28,Credit,64966224,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,3.5,24,Low Delay,0.29,0.71,0.0
2000,BPR,2483313250,124762,SKM GALVA,West,BOMB,RV,0.08,3,ZZ28,Credit,64975656,23.12.2018,Dec,23-12-18,26-12-18,1221001,2019,5.83,34,Low Delay,0.39,0.61,0.0
2000,BPR,2483313097,124762,SKM GALVA,West,BOMB,RV,0.06,4,ZZ28,Credit,64966198,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,3.5,24,Low Delay,0.28,0.72,0.0
2000,BPR,2483313354,124762,SKM GALVA,West,BOMB,RV,0.08,3,ZZ28,Credit,64982339,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,6.48,38,Low Delay,0.38,0.61,0.0
2000,BPR,2483313342,124762,SKM GALVA,West,BOMB,RV,0.08,3,ZZ28,Credit,64981951,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,6.48,38,Low Delay,0.38,0.61,0.0
2000,BPR,2483313357,124762,SKM GALVA,West,BOMB,RV,0.09,3,ZZ28,Credit,64982354,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,6.48,38,No Delay,0.76,0.23,0.01
2000,BPR,2483314219,124762,SKM GALVA,West,BOMB,RV,0.08,4,ZZ28,Credit,63009043,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,3.46,44,Low Delay,0.17,0.77,0.06
2000,BPR,2483314214,124762,SKM GALVA,West,BOMB,RV,0.09,4,ZZ28,Credit,63009006,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,3.46,44,No Delay,0.54,0.38,0.07
2000,BPR,2483314188,124762,SKM GALVA,West,BOMB,RV,0.09,4,ZZ28,Credit,63008846,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,3.46,44,No Delay,0.54,0.38,0.07
2000,BPR,2483314173,124762,SKM GALVA,West,BOMB,RV,0.09,4,ZZ28,Credit,63008448,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,3.46,44,No Delay,0.54,0.38,0.07
2000,BPR,2483313294,124762,SKM GALVA,West,BOMB,RV,0.24,2,ZZ28,Credit,64979285,24.12.2018,Dec,24-12-18,27-12-18,1221001,2019,5.57,33,No Delay,0.98,0.02,0.0
2000,BPR,2483313288,124762,SKM GALVA,West,BOMB,RV,0.24,2,ZZ28,Credit,64978853,24.12.2018,Dec,24-12-18,27-12-18,1221001,2019,5.57,33,No Delay,0.98,0.02,0.0
2000,BPR,2483313351,124762,SKM GALVA,West,BOMB,RV,0.16,3,ZZ28,Credit,64982303,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,6.48,38,No Delay,0.89,0.01,0.11
2000,BPR,2483313295,124762,SKM GALVA,West,BOMB,RV,0.25,2,ZZ28,Credit,64979298,24.12.2018,Dec,24-12-18,27-12-18,1221001,2019,5.57,33,No Delay,0.98,0.02,0.0
2000,BPR,2483313353,124762,SKM GALVA,West,BOMB,RV,0.17,3,ZZ28,Credit,64982334,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,6.48,38,No Delay,0.89,0.0,0.11
2000,BPR,2483313371,124762,SKM GALVA,West,BOMB,RV,0.17,3,ZZ28,Credit,64982651,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,6.48,38,No Delay,0.89,0.0,0.11
4000,BPR,1261023862,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,9,Z002,Credit,63008146,31.12.2018,Dec,31-12-18,07-01-19,1221001,2019,0.27,2,No Delay,1.0,0.0,0.0
4000,BPR,1261023860,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,9,Z002,Credit,63008070,31.12.2018,Dec,31-12-18,07-01-19,1221001,2019,0.27,2,No Delay,1.0,0.0,0.0
4000,BPR,1261023863,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,9,Z002,Credit,63008173,31.12.2018,Dec,31-12-18,07-01-19,1221001,2019,0.27,2,No Delay,1.0,0.0,0.0
4000,BPR,1261023861,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,9,Z002,Credit,63008089,31.12.2018,Dec,31-12-18,07-01-19,1221001,2019,0.27,2,No Delay,1.0,0.0,0.0
4000,BPR,1261023857,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,9,Z002,Credit,63007993,31.12.2018,Dec,31-12-18,07-01-19,1221001,2019,0.27,2,No Delay,1.0,0.0,0.0
4000,BPR,1261023859,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,9,Z002,Credit,63008053,31.12.2018,Dec,31-12-18,07-01-19,1221001,2019,0.27,2,No Delay,1.0,0.0,0.0
4000,BPR,1261023858,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,9,Z002,Credit,63008011,31.12.2018,Dec,31-12-18,07-01-19,1221001,2019,0.27,2,No Delay,1.0,0.0,0.0
2000,BPR,2483313107,124762,SKM GALVA,West,BOMB,RV,0.17,4,ZZ28,Credit,64966344,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,3.5,24,No Delay,0.81,0.07,0.12
2000,BPR,2483313083,124762,SKM GALVA,West,BOMB,RV,0.18,4,ZZ28,Credit,64965682,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,3.5,24,High Delay,0.27,0.05,0.69
2000,BPR,2483313346,124762,SKM GALVA,West,BOMB,RV,0.25,3,ZZ28,Credit,64982220,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,6.48,38,No Delay,0.99,0.01,0.0
2000,BPR,2483314239,124762,SKM GALVA,West,BOMB,RV,0.21,4,ZZ28,Credit,63009454,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,3.46,44,No Delay,0.84,0.13,0.03
2000,BPR,2412164562,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.17,10,ZZ20,Credit,64987307,26.12.2018,Dec,26-12-18,07-01-19,1221001,2019,6.14,50,No Delay,1.0,0.0,0.0
1000,BPR,2412165651,819097,BHAGWATI STEEL SALES,North,LUDH,RV,0.13,10,ZZ09,Credit,63001515,29.12.2018,Dec,29-12-18,07-01-19,1221001,2019,4.22,35,No Delay,0.55,0.44,0.0
1000,BPR,2412165655,819097,BHAGWATI STEEL SALES,North,FBAD,RV,0.13,10,ZZ09,Credit,63001519,29.12.2018,Dec,29-12-18,07-01-19,1221001,2019,4.22,35,Low Delay,0.47,0.53,0.0
1000,BPR,2412165817,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.13,10,ZZ09,Credit,63001971,29.12.2018,Dec,29-12-18,07-01-19,1221001,2019,4.22,35,Low Delay,0.43,0.57,0.0
1000,BPR,2412165818,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.13,10,ZZ09,Credit,63001972,29.12.2018,Dec,29-12-18,07-01-19,1221001,2019,4.22,35,Low Delay,0.43,0.57,0.0
9600,BPR,2483313859,163486,Rohit & Co.,West,BOMB,RV,0.15,10,ZZ41,Credit,63002026,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,15.4,116,Low Delay,0.18,0.77,0.05
9600,BPR,2483313860,163486,Rohit & Co.,West,BOMB,RV,0.15,10,ZZ41,Credit,63002032,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,15.4,116,Low Delay,0.18,0.77,0.05
