BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,Low delay,Medium Delay,High Delay
1000,BPR,4130036836.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.12,14,Z001,Cash,64919188,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.13,1,0 to 20,0.4,0.56,0.05
9600,BPR,4130036829.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.16,14,Z001,Cash,64918788,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.13,1,0 to 20,0.34,0.62,0.04
9600,BPR,2147089909.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.18,14,ZZ42,Credit,64920234,05.12.2018,Dec,05-12-18,17-12-18,1221001,2019,0.13,1,0 to 20,0.22,0.72,0.06
9600,BPR,2147089950.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.18,14,ZZ42,Credit,64920276,05.12.2018,Dec,05-12-18,17-12-18,1221001,2019,0.13,1,0 to 20,0.22,0.72,0.06
9600,BPR,2147089900.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.17,19,ZZ30,Credit,64920225,05.12.2018,Dec,05-12-18,10-12-18,1221001,2019,0.13,1,0 to 20,0.24,0.68,0.08
2000,BPR,2426112199.0,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.26,5,ZZ30,Credit,64916838,05.12.2018,Dec,05-12-18,10-12-18,1221001,2019,0.3,1,0 to 20,0.23,0.72,0.06
9600,BPR,2146125353.0,826216,G K ISPAT PRIVATE LIMITED,South,SBAD,RV,0.13,1,ZZ38,Credit,64919793,05.12.2018,Dec,05-12-18,09-12-18,1221001,2019,0.12,1,0 to 20,0.22,0.72,0.06
1000,BPR,2432360018.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.15,0,Z001,Cash,64919163,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.85,0.14,0.0
1000,BPR,2432360027.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.14,0,Z001,Cash,64919760,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.84,0.16,0.0
2000,BPR,2426112193.0,817379,VIJAY SHEETS AND STRIPS PVT LT,South,SBAD,RV,0.14,-3,ZZ20,Credit,64916499,05.12.2018,Dec,05-12-18,17-12-18,1221001,2019,0.15,1,0 to 20,0.37,0.52,0.11
1000,BPR,2426908615.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.14,16,ZZ41,Credit,64916569,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,0.3,2,0 to 20,0.29,0.66,0.05
1000,BPR,2426908618.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.14,16,ZZ41,Credit,64916584,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,0.3,2,0 to 20,0.29,0.66,0.05
1000,BPR,2426908620.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.14,16,ZZ41,Credit,64916880,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,0.3,2,0 to 20,0.29,0.66,0.05
1000,BPR,2426908625.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.14,16,ZZ41,Credit,64917813,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,0.3,2,0 to 20,0.29,0.66,0.05
2000,BPR,2424230880.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,-3,ZZ16,Credit,64917009,05.12.2018,Dec,05-12-18,09-12-18,1221001,2019,0.0,0,0 to 20,0.43,0.53,0.05
4000,BPR,248072965.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.15,1,Z001,Cash,64919636,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.57,0.43,0.0
4000,BPR,248072960.0,813502,PASA RESOURCES PVT. LTD.,East,PATN,RV,0.17,1,Z001,Cash,64918786,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.52,0.48,0.0
4000,BPR,2623007648.0,165938,NORTHERN STEEL AND GENERAL MIL,North,DELI,RV,0.32,0,Z001,Cash,64919830,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.68,0.3,0.02
4000,BPR,2623007647.0,165938,NORTHERN STEEL AND GENERAL MIL,North,DELI,RV,0.35,0,Z001,Cash,64919814,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.68,0.29,0.02
2000,BPR,2431599094.0,165053,SUDISA ENTERPRISES (P) LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64916673,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.8,0.2,0.0
2000,BPR,2412157729.0,163486,Rohit & Co.,West,BOMB,RV,0.14,12,ZZ19,Credit,64920397,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,1.21,11,0 to 20,0.24,0.44,0.32
1000,BPR,2431600002.0,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.13,3,Z001,Cash,64920311,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.16,1,0 to 20,0.15,0.81,0.03
1000,BPR,2431600004.0,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.13,3,Z001,Cash,64920326,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.16,1,0 to 20,0.15,0.81,0.03
1000,BPR,2431599095.0,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.13,3,Z001,Cash,64916675,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.16,1,0 to 20,0.15,0.81,0.03
9600,BPR,2146125340.0,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.15,4,ZZ34,Credit,64919593,05.12.2018,Dec,05-12-18,07-12-18,1221001,2019,0.16,1,0 to 20,0.27,0.65,0.08
2000,BPR,2473285381.0,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.07,5,Z001,Cash,64919378,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.98,7,0 to 20,0.34,0.61,0.05
1000,BPR,2473285380.0,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.15,5,Z001,Cash,64919375,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.98,7,0 to 20,0.4,0.54,0.06
2000,BPR,4315049046.0,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.17,5,Z001,Cash,64916900,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.98,7,0 to 20,0.31,0.63,0.05
4000,BPR,3450000000.0,158246,DARPAN VINMAY PVT.LTD,West,AMED,RV,0.23,3,ZZ30,Credit,64918812,05.12.2018,Dec,05-12-18,10-12-18,1221001,2019,0.0,0,No Delay,0.56,0.32,0.12
2000,BPR,2412157781.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.11,12,Z003,Credit,64920476,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.47,24,0 to 20,0.3,0.51,0.19
2000,BPR,2412157782.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.17,12,Z003,Credit,64920477,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.47,24,0 to 20,0.3,0.38,0.31
2000,BPR,2412157783.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.07,12,Z003,Credit,64920478,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.47,24,0 to 20,0.3,0.52,0.18
2000,BPR,2412157784.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.09,12,Z003,Credit,64920480,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.47,24,0 to 20,0.3,0.51,0.18
2000,BPR,2412157785.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.1,12,Z003,Credit,64920481,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.47,24,0 to 20,0.3,0.51,0.18
2000,BPR,2412157790.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.17,16,Z003,Credit,64920487,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.47,24,0 to 20,0.3,0.38,0.31
2000,BPR,2412157791.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.07,16,Z003,Credit,64920488,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.47,24,0 to 20,0.3,0.52,0.18
1000,BPR,2412157796.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.18,16,Z003,Credit,64920493,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.47,24,0 to 20,0.34,0.4,0.26
1000,BPR,2412157802.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.17,13,ZZ40,Credit,64920500,05.12.2018,Dec,05-12-18,13-12-18,1221001,2019,3.47,24,0 to 20,0.38,0.5,0.12
1000,BPR,2412157803.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.17,13,ZZ40,Credit,64920501,05.12.2018,Dec,05-12-18,13-12-18,1221001,2019,3.47,24,0 to 20,0.38,0.5,0.12
1000,BPR,2483312267.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,9,ZZ28,Credit,64917387,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.47,24,0 to 20,0.44,0.47,0.09
1000,BPR,2483312275.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,9,ZZ28,Credit,64917495,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.47,24,0 to 20,0.44,0.47,0.09
1000,BPR,2483312278.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,9,ZZ28,Credit,64917530,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.47,24,0 to 20,0.44,0.47,0.09
1000,BPR,2483312282.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,9,ZZ28,Credit,64917599,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.47,24,0 to 20,0.44,0.47,0.08
1000,BPR,2483312284.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,9,ZZ28,Credit,64917616,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.47,24,0 to 20,0.44,0.47,0.08
1000,BPR,2483312289.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,9,ZZ28,Credit,64917894,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.47,24,0 to 20,0.44,0.47,0.09
1000,BPR,2483312290.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,9,ZZ28,Credit,64918039,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.47,24,0 to 20,0.44,0.47,0.09
3000,BPR,2485215788.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,9,ZZ28,Credit,64917471,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.47,24,0 to 20,0.4,0.44,0.15
3000,BPR,2485215789.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,9,ZZ28,Credit,64917515,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.47,24,0 to 20,0.4,0.44,0.15
3000,BPR,2485215791.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,9,ZZ28,Credit,64917632,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.47,24,0 to 20,0.4,0.44,0.15
3000,BPR,2485215799.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,9,ZZ28,Credit,64918846,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.47,24,0 to 20,0.4,0.44,0.15
9600,BPR,2432360023.0,154464,TATA STEEL PROCESSING,East,CALS,RV,0.12,0,Z001,Cash,64919528,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.65,0.32,0.03
9600,BPR,2432360028.0,154464,TATA STEEL PROCESSING,East,CALS,RV,0.12,0,Z001,Cash,64919764,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.65,0.32,0.03
2500,BPR,2410323683.0,154462,TATA STEEL PROCESSING,North,LUDH,RV,0.14,3,ZZ09,Credit,64916864,05.12.2018,Dec,05-12-18,14-12-18,1221001,2019,1.14,8,0 to 20,0.37,0.51,0.13
4000,BPR,1253021259.0,151727,PAUL & COMPANY STEEL MERCHANTS,East,CALS,RV,0.15,0,Z001,Cash,64917695,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.68,0.31,0.01
4000,BPR,2497841746.0,151727,PAUL & COMPANY STEEL MERCHANTS,East,CALS,RV,0.14,0,Z001,Cash,64918883,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.61,0.38,0.01
9600,BPR,2146125344.0,151268,BMW VENTURES LTD.,East,JAMS,RV,0.16,-2,ZZ38,Credit,64919604,05.12.2018,Dec,05-12-18,09-12-18,1221001,2019,0.6,3,0 to 20,0.35,0.56,0.08
9600,BPR,2146125302.0,151268,BMW VENTURES LTD.,East,JAMS,RV,0.15,-2,ZZ38,Credit,64917561,05.12.2018,Dec,05-12-18,09-12-18,1221001,2019,0.6,3,0 to 20,0.39,0.53,0.08
9600,BPR,2146125327.0,147587,BIRMA INDUSTRIAL &,East,JAMS,RV,0.15,1,ZZ34,Credit,64919344,05.12.2018,Dec,05-12-18,07-12-18,1221001,2019,0.62,5,0 to 20,0.17,0.77,0.06
4000,BPR,2495138038.0,139336,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.15,0,Z001,Cash,64916998,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.83,0.17,0.01
4000,BPR,4130036831.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.22,0,Z001,Cash,64918951,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.69,0.31,0.0
4000,BPR,4130036830.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.19,0,Z001,Cash,64918880,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.69,0.31,0.0
4000,BPR,4130036837.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.2,0,Z001,Cash,64919227,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.71,0.29,0.0
2000,BPR,2412157732.0,124762,SKM GALVA,West,BOMB,RV,0.06,5,ZZ19,Credit,64920401,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.5,0.36,0.14
4000,BPR,2421247111.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,-5,Z002,Credit,64918174,05.12.2018,Dec,05-12-18,12-12-18,1221001,2019,2.19,12,0 to 20,0.26,0.37,0.36
9600,BPR,2146125301.0,121328,RS BOKARO METAL (P) LTD.,East,JAMS,RV,0.15,1,ZZ34,Credit,64917553,05.12.2018,Dec,05-12-18,07-12-18,1221001,2019,0.29,2,0 to 20,0.21,0.71,0.08
9600,BPR,2146125311.0,121328,RS BOKARO METAL (P) LTD.,East,JAMS,RV,0.15,1,ZZ34,Credit,64919313,05.12.2018,Dec,05-12-18,07-12-18,1221001,2019,0.29,2,0 to 20,0.21,0.71,0.08
9600,BPR,2146125305.0,121328,RS BOKARO METAL (P) LTD.,East,JAMS,RV,0.15,1,ZZ34,Credit,64917582,05.12.2018,Dec,05-12-18,07-12-18,1221001,2019,0.29,2,0 to 20,0.21,0.71,0.08
9600,BPR,2146125303.0,121328,RS BOKARO METAL (P) LTD.,East,JAMS,RV,0.15,1,ZZ34,Credit,64917571,05.12.2018,Dec,05-12-18,07-12-18,1221001,2019,0.29,2,0 to 20,0.21,0.71,0.08
1000,BPR,2431599140.0,121328,RS BOKARO METAL (P) LTD.,East,JAMS,RV,0.09,2,Z001,Cash,64917657,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.29,2,0 to 20,0.09,0.89,0.02
2000,BPR,2426908627.0,121328,RS BOKARO METAL (P) LTD.,East,JAMS,RV,0.17,2,Z001,Cash,64918202,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.29,2,0 to 20,0.1,0.88,0.01
9600,BPR,2146125334.0,121328,RS BOKARO METAL (P) LTD.,East,JAMS,RV,0.15,4,ZZ34,Credit,64919575,05.12.2018,Dec,05-12-18,07-12-18,1221001,2019,0.29,2,0 to 20,0.21,0.71,0.08
9600,BPR,2146125359.0,121328,RS BOKARO METAL (P) LTD.,East,JAMS,RV,0.15,5,ZZ34,Credit,64919989,05.12.2018,Dec,05-12-18,07-12-18,1221001,2019,0.29,2,0 to 20,0.21,0.71,0.08
1000,BPR,2412157795.0,120961,SKM STEELS LTD,West,INDR,RV,0.18,-2,ZZ41,Credit,64920492,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,1.42,10,No Delay,0.5,0.35,0.15
2000,BPR,2426112220.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.07,5,ZZ19,Credit,64920415,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,2.76,19,0 to 20,0.3,0.51,0.19
2000,BPR,2426112219.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.07,5,ZZ19,Credit,64920413,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,2.76,19,0 to 20,0.3,0.51,0.19
3000,BPR,2485215798.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.15,4,ZZ28,Credit,64918832,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,2.76,19,0 to 20,0.28,0.61,0.12
2000,BPR,2412157727.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,5,ZZ19,Credit,64920395,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,2.76,19,0 to 20,0.27,0.45,0.27
2000,BPR,2412157730.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,5,ZZ19,Credit,64920398,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,2.76,19,0 to 20,0.27,0.45,0.27
3000,BPR,2485215790.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.15,5,ZZ28,Credit,64917574,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,2.76,19,0 to 20,0.28,0.61,0.12
2000,BPR,2412157733.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.16,5,ZZ19,Credit,64920403,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,2.76,19,0 to 20,0.3,0.36,0.34
1000,BPR,2412157756.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.17,5,ZZ41,Credit,64920430,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,2.76,19,No Delay,0.44,0.42,0.14
1000,BPR,2412157757.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.19,5,ZZ41,Credit,64920431,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,2.76,19,No Delay,0.44,0.42,0.14
2000,BPR,2424230881.0,117061,BHARTIA  DISTRIBUTORS PVT. LTD,East,BHUB,RV,0.09,-1,ZZ16,Credit,64917714,05.12.2018,Dec,05-12-18,09-12-18,1221001,2019,0.31,2,0 to 20,0.39,0.56,0.05
2000,BPR,2424230884.0,117061,BHARTIA  DISTRIBUTORS PVT. LTD,East,BHUB,RV,0.09,-1,ZZ16,Credit,64917726,05.12.2018,Dec,05-12-18,09-12-18,1221001,2019,0.31,2,0 to 20,0.39,0.56,0.05
2000,BPR,2424230882.0,117061,BHARTIA  DISTRIBUTORS PVT. LTD,East,BHUB,RV,0.09,-1,ZZ16,Credit,64917717,05.12.2018,Dec,05-12-18,09-12-18,1221001,2019,0.31,2,0 to 20,0.39,0.56,0.05
2000,BPR,2424230883.0,117061,BHARTIA  DISTRIBUTORS PVT. LTD,East,BHUB,RV,0.04,-1,ZZ16,Credit,64917725,05.12.2018,Dec,05-12-18,09-12-18,1221001,2019,0.31,2,0 to 20,0.44,0.51,0.05
1000,BPR,2341067994.0,116936,PUNJAB AGRO IMPLEMENTS WORKS,North,LUDH,RV,0.14,0,Z001,Cash,64918471,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.8,0.2,0.0
2000,BPR,1179012218.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.04,0,ZZ42,Credit,64920162,05.12.2018,Dec,05-12-18,17-12-18,1221001,2019,0.64,5,No Delay,0.53,0.39,0.08
2000,BPR,1179012219.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.04,0,ZZ42,Credit,64920178,05.12.2018,Dec,05-12-18,17-12-18,1221001,2019,0.64,5,No Delay,0.53,0.39,0.08
2000,BPR,1179012220.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.04,0,ZZ42,Credit,64920179,05.12.2018,Dec,05-12-18,17-12-18,1221001,2019,0.64,5,No Delay,0.53,0.39,0.08
2000,BPR,2426112195.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.09,0,ZZ82,Credit,64916687,05.12.2018,Dec,05-12-18,19-12-18,1221001,2019,0.64,5,No Delay,0.48,0.44,0.08
2000,BPR,2426112196.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.02,0,ZZ82,Credit,64916688,05.12.2018,Dec,05-12-18,19-12-18,1221001,2019,0.64,5,No Delay,0.53,0.4,0.08
3000,BPR,2485215793.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.13,0,ZZ82,Credit,64918286,05.12.2018,Dec,05-12-18,19-12-18,1221001,2019,0.64,5,No Delay,0.46,0.44,0.1
3000,BPR,2485215794.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.06,0,ZZ82,Credit,64918308,05.12.2018,Dec,05-12-18,19-12-18,1221001,2019,0.64,5,No Delay,0.48,0.43,0.09
9600,BPR,2341067970.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.14,0,Z001,Cash,64917040,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.32,2,No Delay,0.72,0.26,0.02
1000,BPR,2341067969.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.13,0,Z001,Cash,64917028,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.32,2,No Delay,0.62,0.37,0.0
1000,BPR,2341067972.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.14,0,Z001,Cash,64917314,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.32,2,No Delay,0.64,0.36,0.0
9600,BPR,2341067973.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.13,0,Z001,Cash,64917322,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.32,2,No Delay,0.71,0.27,0.02
1000,BPR,2341067977.0,116156,FAIRDEAL STEELS PVT.LTD.,North,LUDH,RV,0.1,0,Z001,Cash,64917473,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.32,2,No Delay,0.71,0.28,0.01
3000,BPR,2485215805.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.15,-1,ZZ28,Credit,64919343,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.73,25,No Delay,0.5,0.42,0.08
3000,BPR,2485215804.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.15,-1,ZZ28,Credit,64919330,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.73,25,No Delay,0.5,0.42,0.08
3000,BPR,2485215787.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.14,-1,ZZ28,Credit,64917442,05.12.2018,Dec,05-12-18,08-12-18,1221001,2019,3.73,25,No Delay,0.49,0.43,0.08
9600,BPR,2146125364.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.16,0,ZZ40,Credit,64920000,05.12.2018,Dec,05-12-18,13-12-18,1221001,2019,3.73,25,No Delay,0.52,0.39,0.09
2000,BPR,2426112218.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.07,0,ZZ19,Credit,64920411,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.73,25,No Delay,0.44,0.44,0.12
2000,BPR,2412157726.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.15,0,ZZ19,Credit,64920394,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.73,25,No Delay,0.42,0.39,0.19
2000,BPR,2412157737.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.17,0,ZZ19,Credit,64920407,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.73,25,No Delay,0.44,0.36,0.2
2000,BPR,2412157731.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.1,0,ZZ19,Credit,64920400,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.73,25,0 to 20,0.42,0.44,0.14
2000,BPR,2412157744.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.17,0,ZZ19,Credit,64920418,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.73,25,No Delay,0.44,0.36,0.2
2000,BPR,2412157743.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.17,0,ZZ19,Credit,64920417,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.73,25,No Delay,0.44,0.36,0.2
2000,BPR,2412157728.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.11,0,ZZ19,Credit,64920396,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.73,25,0 to 20,0.42,0.44,0.14
2000,BPR,2412157736.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.17,0,ZZ19,Credit,64920406,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.73,25,No Delay,0.44,0.36,0.2
2000,BPR,2426112217.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.07,0,ZZ19,Credit,64920409,05.12.2018,Dec,05-12-18,15-12-18,1221001,2019,3.73,25,No Delay,0.44,0.44,0.12
2000,BPR,2341067975.0,115190,SHEYRUB AGENCIES,North,LUDH,RV,0.02,0,ZZ18,Credit,64917433,05.12.2018,Dec,05-12-18,13-12-18,1221001,2019,0.76,12,No Delay,0.5,0.45,0.05
2000,BPR,2341067982.0,115190,SHEYRUB AGENCIES,North,LUDH,RV,0.12,0,ZZ18,Credit,64917531,05.12.2018,Dec,05-12-18,13-12-18,1221001,2019,0.76,12,0 to 20,0.47,0.47,0.06
2000,BPR,2341067978.0,115190,SHEYRUB AGENCIES,North,LUDH,RV,0.09,0,ZZ18,Credit,64917477,05.12.2018,Dec,05-12-18,13-12-18,1221001,2019,0.76,12,0 to 20,0.45,0.49,0.06
4000,BPR,1253021260.0,114661,SHRI RAM MULTICOM,East,CALS,RV,0.16,0,Z001,Cash,64917715,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.68,0.3,0.02
4000,BPR,1261023681.0,114661,SHRI RAM MULTICOM,East,CALS,RV,0.17,0,Z001,Cash,64919198,05.12.2018,Dec,05-12-18,05-12-18,1221001,2019,0.0,0,No Delay,0.66,0.32,0.02
