Month,Week,Account,Customer.Name,Zone,Bran,Actual NR,Actual Volume
Sep-18,37,141698,MANGLA SONS,NORTH,CDGH,58824,49
Sep-18,37,141698,MANGLA SONS,NORTH,CDGH,56817,159
Sep-18,37,144917,BANSAL BROTHERS,NORTH,FBAD,52346,203
Sep-18,37,144917,BANSAL BROTHERS,NORTH,FBAD,42513,50
Sep-18,37,147587,BIRMA INDUSTRIAL &,EAST,JAMS,44857,407
Sep-18,37,150962,BIHANI INTERNATIONAL PVT LTD.,NORTH,FBAD,57187,25
Sep-18,37,150962,BIHANI INTERNATIONAL PVT LTD.,NORTH,GBAD,57050,35
Sep-18,37,151727,PAUL & COMPANY STEEL MERCHANTS PRIVATE L,EAST,CALS,48304,466
Sep-18,37,153359,B.ODHAVJI  AND COMPANY,WEST,BOMB,44036,294
Sep-18,37,153587,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,43044,168
Sep-18,37,154462,TATA STEEL PROCESSING,NORTH,LUDH,51500,230
Sep-18,37,154462,TATA STEEL PROCESSING,NORTH,LUDH,45486,738
Sep-18,37,154462,TATA STEEL PROCESSING,NORTH,LUDH,51500,24
Sep-18,37,154462,TATA STEEL PROCESSING,NORTH,LUDH,46000,22
Sep-18,37,154464,TATA STEEL PROCESSING,EAST,CALS,47000,24
Sep-18,37,154464,TATA STEEL PROCESSING,EAST,CALS,45786,121
Sep-18,37,154632,TATA STEEL PROCESSING,NORTH,FBAD,55382,39
Sep-18,37,154632,TATA STEEL PROCESSING,NORTH,FBAD,54663,66
Sep-18,37,154632,TATA STEEL PROCESSING,NORTH,FBAD,58838,101
Sep-18,37,154632,TATA STEEL PROCESSING,NORTH,FBAD,42873,119
Sep-18,37,154632,TATA STEEL PROCESSING,NORTH,FBAD,47543,233
Sep-18,37,154641,TATA STEEL PROCESSING,WEST,PUNE,58000,23
Sep-18,37,154641,TATA STEEL PROCESSING,WEST,PUNE,59911,11
Sep-18,37,154641,TATA STEEL PROCESSING,WEST,PUNE,51655,368
Sep-18,37,154641,TATA STEEL PROCESSING,WEST,PUNE,45388,734
Sep-18,37,154641,TATA STEEL PROCESSING,WEST,PUNE,46672,110
Sep-18,37,154641,TATA STEEL PROCESSING,WEST,PUNE,53000,18
Sep-18,37,155517,R.S. BOKARO METAL (P) LTD.,EAST,JAMS,57756,69
Sep-18,37,155517,R.S. BOKARO METAL (P) LTD.,EAST,JAMS,58999,47
Sep-18,37,155517,R.S. BOKARO METAL (P) LTD.,EAST,JAMS,42250,86
Sep-18,37,155536,TATA STEEL PROCESSING,EAST,CALS,52386,184
Sep-18,37,155819,ANUSHKA ENTERPRISES,WEST,AMED,45398,494
Sep-18,37,157235,DEVI DAYAL HARI KISHAN,NORTH,KANP,50078,81
Sep-18,37,158122,WRINKLE DISTRIBUTORS PVT LTD.,WEST,AMED,58097,71
Sep-18,37,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,62567,104
Sep-18,37,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,50697,474
Sep-18,37,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,54334,48
Sep-18,37,161834,PSPL STEEL PROCESSORS PVT. LIMITED,EAST,JAMS,43043,528
Sep-18,37,162906,MANGLA SONS,NORTH,CDGH,53963,105
Sep-18,37,163486,ROHIT & COMPANY,WEST,BOMB,50568,437
Sep-18,37,163486,ROHIT & COMPANY,WEST,BOMB,44656,500
Sep-18,37,163486,ROHIT & COMPANY,WEST,BOMB,47758,57
Sep-18,37,163486,ROHIT & COMPANY,WEST,BOMB,49164,24
Sep-18,37,163586,VATIKA TRACOM PVT. LTD.,NORTH,JPUR,45173,421
Sep-18,37,164976,B ODHAVJI & COMPANY,WEST,PUNE,55811,53
Sep-18,37,165053,SUDISA ENTERPRISES (P) LTD.,EAST,JAMS,51756,27
Sep-18,37,165505,BMW VYAPAR PRIVATE LIMITED,WEST,INDR,41386,264
Sep-18,37,165873,FAIRDEAL ENTERPRISES,NORTH,LUDH,57427,24
Sep-18,37,165938,NORTHERN STEEL AND GENERAL MILLS PVT LTD,NORTH,DELI,46514,1226
Sep-18,37,165960,NORTHERN STEEL AND GENERAL MILLS PVT LTD,NORTH,DELI,46125,1371
Sep-18,37,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,58878,79
Sep-18,37,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,49599,199
Sep-18,37,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,47481,252
Sep-18,37,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,49130,141
Sep-18,37,166137,BMW VENTURES LTD.,EAST,PATN,47806,892
Sep-18,37,166151,BMW VENTURES LTD.,EAST,PATN,47616,2219
Sep-18,37,800549,G.K. ISPAT PVT LTD,SOUTH,BANG,44362,239
Sep-18,37,801611,SHIVA FERRIC PVT LTD,SOUTH,BANG,45581,182
Sep-18,37,803242,MODERN DISTROPOLIS LTD.,SOUTH,COCH,57043,55
Sep-18,37,804036,SM CORPORATION LTD (UA),EAST,GWAH,45869,299
Sep-18,37,804039,SM CORPORATION LTD (LA),EAST,GWAH,45804,209
Sep-18,37,804101,SM CORPORATION LTD (BV),EAST,GWAH,45728,183
Sep-18,37,813502,PASA RESOURCES PVT. LTD.,EAST,JAMS,67098,163
Sep-18,37,813502,PASA RESOURCES PVT. LTD.,EAST,JAMS,51335,302
Sep-18,37,813776,PASA RESOURCES PRIVATE LIMITED,EAST,PATN,47905,573
Sep-18,37,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,63346,70
Sep-18,37,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,50026,45
Sep-18,37,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,46989,89
Sep-18,37,817217,TATA STEEL PROCESSING,SOUTH,BANG,47696,24
Sep-18,37,817600,SAMRAT IRONS PRIVATE LIMITED (A.P.),SOUTH,SBAD,45275,1031
Sep-18,37,817765,SAMRAT IRONS PVT LTD,SOUTH,SBAD,45520,900
Sep-18,37,817901,KAUSALYA AGENCIES,SOUTH,SBAD,59270,35
Sep-18,37,819097,BHAGWATI STEEL SALES,NORTH,CDGH,51423,455
Sep-18,37,819097,BHAGWATI STEEL SALES,NORTH,CDGH,46482,788
Sep-18,37,822271,TATA STEEL PROCESSING,SOUTH,MADS,55249,74
Sep-18,37,822271,TATA STEEL PROCESSING,SOUTH,MADS,45618,123
Sep-18,37,826558,V.N.C. STEEL DISTRIBUTORS,SOUTH,MADS,61373,241
Sep-18,37,826773,BODHAVJI AND COMPANY,WEST,PUNE,55656,75
Sep-18,37,828300,SILIGURI BUILDERS PVT. LTD.,EAST,CALS,61462,224
Sep-18,37,830260,INDICOR STEEL PRIVATE LIMITED,SOUTH,SBAD,65915,93
Sep-18,37,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,54000,12
Sep-18,37,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,54000,64
Sep-18,37,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,50154,689
Sep-18,37,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,42618,505
Sep-18,37,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,42393,21
Sep-18,37,844692,BUBNA COMMERCIAL PVT LTD,EAST,CALS,54797,24
Sep-18,37,847471,AASHRAY ENTERPRISES,SOUTH,SBAD,57952,35
Sep-18,37,847544,G K ISPAT P LTD,SOUTH,SBAD,49007,44
Sep-18,37,852589,ASHOK HARDWARE AND STEEL MART,EAST,GWAH,67545,28
Sep-18,37,854773,ANM ISPAT PVT LTD,WEST,AMED,50314,154
Sep-18,37,854773,ANM ISPAT PVT LTD,WEST,AMED,43038,852
Sep-18,37,854773,ANM ISPAT PVT LTD,WEST,AMED,52850,16
Sep-18,37,861100,KARTHIK STEEL,SOUTH,MADS,49652,267
Sep-18,37,864059,AADINATH STEEL,NORTH,DELI,46372,32
Sep-18,37,864390,B K STEEL ENTERPRISES,EAST,CALS,45335,1124
Sep-18,37,867363,MARJING COMMERCE PVT LTD,EAST,GWAH,45481,53
Sep-18,37,874324,GL KUNDU AND SONS STEEL PVT LTD,EAST,CALS,45697,641
Sep-18,37,875077,V.N.C. STEEL DISTRIBUTORS,SOUTH,MADS,46845,674
Sep-18,37,875592,KAUSALYA  AGENCIES,EAST,BHUB,45796,161
Sep-18,37,879121,DE SON MARKETING PRIVATE LIMITED,EAST,BHUB,45739,280
Sep-18,37,879490,M/S. MANGLA SONS,NORTH,FBAD,74203,9
Sep-18,37,899060,TATA STEEL PROCESSING AND DISTR LTD,EAST,BHUB,46289,129
Sep-18,37,901635,INTEGRAL VYAPAR PVT LTD,EAST,BHUB,44427,256
Sep-18,37,923669,SAVITRIPRAKASH PROCESSING WORKS,WEST,NPUR,47115,138
Sep-18,37,923995,M/S KISHAN LAL PAWAN KUMAR JAIN,NORTH,KANP,48914,327
Sep-18,37,925093,PSPL STEEL PROCESSORS PVT LTD,EAST,CALS,43292,794
Sep-18,37,925366,NSSPL INDUSTRIES PRIVATE LIMITED,EAST,CALS,50099,9
Sep-18,37,925879,HST STEELS PRIVATE LIMITED,SOUTH,SBAD,46254,112
Sep-18,37,926346,GRG STEELS PVT. LTD.,NORTH,FBAD,50674,287
Sep-18,37,926480,B.ODHAVJI AND COMPANY,WEST,BOMB,44347,30
Sep-18,37,927878,SAMRAT IRONS PVT LTD,SOUTH,SBAD,44213,48
Sep-18,37,927881,SAMRAT IRONS PVT LTD,SOUTH,SBAD,44675,168
Sep-18,38,100237,RAMSAROOP & SONS,SOUTH,BANG,48631,349
Sep-18,38,100237,RAMSAROOP & SONS,SOUTH,BANG,46164,120
Sep-18,38,100237,RAMSAROOP & SONS,SOUTH,BANG,43252,221
Sep-18,38,100237,RAMSAROOP & SONS,SOUTH,BANG,43934,59
Sep-18,38,100645,ROHIT & COMPANY,WEST,AMED,57454,9
Sep-18,38,100645,ROHIT & COMPANY,WEST,AMED,57654,36
Sep-18,38,100645,ROHIT & COMPANY,WEST,AMED,51033,374
Sep-18,38,100645,ROHIT & COMPANY,WEST,AMED,42720,844
Sep-18,38,100789,DELHI TRADING CORPORATION,NORTH,JPUR,47849,1412
Sep-18,38,100922,BUBNA COMMERCIAL CO.,EAST,CALS,50625,154
Sep-18,38,100922,BUBNA COMMERCIAL CO.,EAST,CALS,60389,168
Sep-18,38,100922,BUBNA COMMERCIAL CO.,EAST,CALS,66635,46
Sep-18,38,100922,BUBNA COMMERCIAL CO.,EAST,CALS,53403,281
Sep-18,38,100985,DESON MARKETING (PVT) LTD.,EAST,CALS,47692,366
Sep-18,38,101186,NANDAN SAHA STEEL PVT. LTD.,EAST,CALS,47464,298
Sep-18,38,101278,RAMESH COMPANY,EAST,CALS,42870,903
Sep-18,38,101297,AMIT IRON PVT. LTD,EAST,CALS,42588,714
Sep-18,38,101383,TIKMANI STEEL TRADING CO.,EAST,CALS,43372,226
Sep-18,38,101446,BANSAL BROTHERS,NORTH,DELI,50945,88
Sep-18,38,101446,BANSAL BROTHERS,NORTH,FBAD,44046,27
Sep-18,38,101446,BANSAL BROTHERS,NORTH,FBAD,46841,48
Sep-18,38,101499,G.R. GUPTA & BROS.,NORTH,DELI,51676,11
Sep-18,38,102000,M/S.DHARAMVIR & BROTHERS,NORTH,LUDH,50599,76
Sep-18,38,102000,M/S.DHARAMVIR & BROTHERS,NORTH,LUDH,46005,1596
Sep-18,38,102000,M/S.DHARAMVIR & BROTHERS,NORTH,LUDH,46486,44
Sep-18,38,102084,DEVI DAYAL HARI KISHAN,NORTH,KANP,57984,26
Sep-18,38,102084,DEVI DAYAL HARI KISHAN,NORTH,KANP,42324,56
Sep-18,38,102153,M/S KISHAN LAL PAWAN KUMAR JAIN,NORTH,KANP,47240,631
Sep-18,38,102431,HANS RAJ STEELS,NORTH,FBAD,44491,833
Sep-18,38,102431,HANS RAJ STEELS,NORTH,FBAD,45993,51
Sep-18,38,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,49757,317
Sep-18,38,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,43076,180
Sep-18,38,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,46199,574
Sep-18,38,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,42688,12
Sep-18,38,102888,THIRUPATHY STEELS,SOUTH,MADS,49512,190
Sep-18,38,102888,THIRUPATHY STEELS,SOUTH,MADS,43451,157
Sep-18,38,102888,THIRUPATHY STEELS,SOUTH,MADS,43722,24
Sep-18,38,102888,THIRUPATHY STEELS,SOUTH,MADS,43683,24
Sep-18,38,102966,BHAGWATI STEEL SALES,NORTH,CDGH,44946,272
Sep-18,38,102966,BHAGWATI STEEL SALES,NORTH,CDGH,46158,47
Sep-18,38,103092,TEJRAM RAMNIWAS AGARWAL,WEST,NPUR,50794,182
Sep-18,38,103092,TEJRAM RAMNIWAS AGARWAL,WEST,KANP,45182,369
Sep-18,38,103092,TEJRAM RAMNIWAS AGARWAL,WEST,NPUR,43208,265
Sep-18,38,103227,BMW VENTURES LTD.,EAST,JAMS,61080,305
Sep-18,38,103227,BMW VENTURES LTD.,EAST,PATN,62463,162
Sep-18,38,103227,BMW VENTURES LTD.,EAST,JAMS,56228,34
Sep-18,38,103227,BMW VENTURES LTD.,EAST,PATN,50427,36
Sep-18,38,103227,BMW VENTURES LTD.,EAST,JAMS,43748,246
Sep-18,38,103423,ORISSA SMALL INDUSTRIES CORPORATION,EAST,BHUB,48586,1102
Sep-18,38,103620,SILIGURI BUILDERS PVT. LTD.,EAST,CALS,46405,418
Sep-18,38,103671,BAJRANG STEEL (SALES) CORPORATION,EAST,GWAH,56047,199
Sep-18,38,104485,SANGEETA STEEL CORPORATION,NORTH,LUDH,51377,605
Sep-18,38,104485,SANGEETA STEEL CORPORATION,NORTH,LUDH,44863,1401
Sep-18,38,104485,SANGEETA STEEL CORPORATION,NORTH,LUDH,46185,94
Sep-18,38,114602,SAHA STEEL PVT. LTD.,EAST,CALS,64005,111
Sep-18,38,114661,SHRI RAM MULTICOM,EAST,CALS,48290,587
Sep-18,38,115048,SHRI RAM SALES,EAST,JAMS,62817,107
Sep-18,38,115048,SHRI RAM SALES,EAST,JAMS,48539,641
Sep-18,38,115189,EMPIRE STEELS,NORTH,CDGH,44772,45
Sep-18,38,115190,SHEYRUB AGENCIES,NORTH,LUDH,56543,96
Sep-18,38,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,50880,1778
Sep-18,38,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,46278,1131
Sep-18,38,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,48600,514
Sep-18,38,115841,O.V.S. ISPAT UDYOG,NORTH,KANP,51028,123
Sep-18,38,115841,O.V.S. ISPAT UDYOG,NORTH,KANP,44349,94
Sep-18,38,115841,O.V.S. ISPAT UDYOG,NORTH,KANP,48848,70
Sep-18,38,116137,PELIKAN DOSSIER PRIVATE LIMITED,NORTH,JPUR,52013,178
Sep-18,38,116137,PELIKAN DOSSIER PRIVATE LIMITED,NORTH,JPUR,46615,59
Sep-18,38,116137,PELIKAN DOSSIER PRIVATE LIMITED,NORTH,JPUR,50196,47
Sep-18,38,116156,FAIRDEAL STEELS PVT.LTD.,NORTH,DELI,44909,858
Sep-18,38,116156,FAIRDEAL STEELS PVT.LTD.,NORTH,DELI,46026,89
Sep-18,38,116465,SRI BALAJI STEEL TRADERS,SOUTH,MADS,61139,10
Sep-18,38,116465,SRI BALAJI STEEL TRADERS,SOUTH,MADS,50553,355
Sep-18,38,116465,SRI BALAJI STEEL TRADERS,SOUTH,MADS,44275,284
Sep-18,38,116465,SRI BALAJI STEEL TRADERS,SOUTH,MADS,51418,24
Sep-18,38,116649,SAGAR STEELS,EAST,GWAH,50309,716
Sep-18,38,116649,SAGAR STEELS,EAST,GWAH,39376,270
Sep-18,38,116649,SAGAR STEELS,EAST,GWAH,47703,94
Sep-18,38,116650,KUMMENCHERY STEELS,SOUTH,COCH,56386,10
Sep-18,38,116650,KUMMENCHERY STEELS,SOUTH,MADS,48751,23
Sep-18,38,116650,KUMMENCHERY STEELS,SOUTH,COCH,44334,597
Sep-18,38,116734,R.S. STEELS,NORTH,GBAD,53754,658
Sep-18,38,116735,RAKESH STEELS,NORTH,FBAD,53250,24
Sep-18,38,116735,RAKESH STEELS,NORTH,FBAD,52800,14
Sep-18,38,116735,RAKESH STEELS,NORTH,FBAD,52117,700
Sep-18,38,116735,RAKESH STEELS,NORTH,FBAD,43884,891
Sep-18,38,116735,RAKESH STEELS,NORTH,FBAD,42988,24
Sep-18,38,116936,PUNJAB AGRO IMPLEMENTS WORKS,NORTH,LUDH,51131,310
Sep-18,38,116936,PUNJAB AGRO IMPLEMENTS WORKS,NORTH,LUDH,45979,309
Sep-18,38,116936,PUNJAB AGRO IMPLEMENTS WORKS,NORTH,LUDH,46187,24
Sep-18,38,117061,BHARTIA  DISTRIBUTORS PVT. LTD.,EAST,BHUB,71898,3
Sep-18,38,117061,BHARTIA  DISTRIBUTORS PVT. LTD.,EAST,BHUB,57116,52
Sep-18,38,117181,NEELKANTH STEEL&ALLOYS - GBAD,NORTH,DELI,46520,553
Sep-18,38,117281,MRH ASSOCIATES,NORTH,CDGH,45452,763
Sep-18,38,117556,S C SHETTAR AND SONS,SOUTH,BANG,56365,68
Sep-18,38,117583,BIHANI ENTERPRISES,NORTH,JPUR,58956,560
Sep-18,38,119487,INDU CORPORATION PRIVATE LIMITED,WEST,BOMB,44629,446
Sep-18,38,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,52743,790
Sep-18,38,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,47542,866
Sep-18,38,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,48989,259
Sep-18,38,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,50770,72
Sep-18,38,120961,SKM STEELS LTD,WEST,INDR,57298,12
Sep-18,38,120961,SKM STEELS LTD,WEST,INDR,51616,285
Sep-18,38,120961,SKM STEELS LTD,WEST,INDR,43498,126
Sep-18,38,120961,SKM STEELS LTD,WEST,INDR,44375,23
Sep-18,38,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,58049,23
Sep-18,38,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,58705,48
Sep-18,38,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,47041,90
Sep-18,38,121377,R.G.STEEL & CO.,EAST,CALS,47796,476
Sep-18,38,121899,V.N.C STEEL DISTRIBUTORS,SOUTH,MADS,45362,2397
Sep-18,38,122249,SARDA IRON & STEEL CO.,EAST,CALS,36193,13
Sep-18,38,122249,SARDA IRON & STEEL CO.,EAST,CALS,36537,87
Sep-18,38,122331,ANISH ENTERPRISE,WEST,NPUR,58600,18
Sep-18,38,122963,DEVI DAYAL HARI KISHAN,WEST,INDR,56610,169
Sep-18,38,123052,G R GUPTA & BROS,NORTH,GBAD,61612,86
Sep-18,38,123052,G R GUPTA & BROS,NORTH,GBAD,61894,200
Sep-18,38,123052,G R GUPTA & BROS,NORTH,GBAD,53853,795
Sep-18,38,124762,SKM GALVA,WEST,BOMB,61502,57
Sep-18,38,124762,SKM GALVA,WEST,BOMB,61308,429
Sep-18,38,127297,M/S KISHAN LAL PAWAN KUMAR JAIN,NORTH,KANP,50966,276
Sep-18,38,128543,VIKRANT IRON PRIVATE LIMITED,NORTH,GBAD,52491,11
Sep-18,38,128543,VIKRANT IRON PRIVATE LIMITED,NORTH,GBAD,54733,71
Sep-18,38,128543,VIKRANT IRON PRIVATE LIMITED,NORTH,GBAD,47652,326
Sep-18,38,128543,VIKRANT IRON PRIVATE LIMITED,NORTH,GBAD,49646,148
Sep-18,38,136453,G.R. GUPTA & BROS.,NORTH,FBAD,60000,43
Sep-18,38,136453,G.R. GUPTA & BROS.,NORTH,FBAD,41981,124
Sep-18,38,136453,G.R. GUPTA & BROS.,NORTH,FBAD,38538,24
Sep-18,38,136818,M/S.PRABHU STEELS,SOUTH,MADS,45624,1103
Sep-18,38,139244,THE INDIAN MINERAL CO ( RETAIL),SOUTH,BANG,44999,829
Sep-18,38,139336,PASA ASSOCIATES PVT. LTD.,WEST,RPUR,42806,55
Sep-18,38,139336,PASA ASSOCIATES PVT. LTD.,WEST,RPUR,43541,125
Sep-18,38,140548,HINDUSTAN SALES CORPORATION,NORTH,CDGH,44658,356
Sep-18,38,141698,MANGLA SONS,NORTH,CDGH,57965,71
Sep-18,38,141698,MANGLA SONS,NORTH,CDGH,55837,177
Sep-18,38,144917,BANSAL BROTHERS,NORTH,FBAD,52199,198
Sep-18,38,144917,BANSAL BROTHERS,NORTH,FBAD,44246,24
Sep-18,38,147587,BIRMA INDUSTRIAL &,EAST,JAMS,43811,158
Sep-18,38,149432,SILVER STAR COMMOTRADE PRIVATE LTD.,EAST,CALS,38274,75
Sep-18,38,150962,BIHANI INTERNATIONAL PVT LTD.,NORTH,FBAD,55216,27
Sep-18,38,151727,PAUL & COMPANY STEEL MERCHANTS PRIVATE L,EAST,CALS,47518,157
Sep-18,38,153359,B.ODHAVJI  AND COMPANY,WEST,BOMB,43869,130
Sep-18,38,153587,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,44259,155
Sep-18,38,154462,TATA STEEL PROCESSING,NORTH,LUDH,51450,131
Sep-18,38,154462,TATA STEEL PROCESSING,NORTH,LUDH,47293,680
Sep-18,38,154462,TATA STEEL PROCESSING,NORTH,LUDH,47976,24
Sep-18,38,154462,TATA STEEL PROCESSING,NORTH,LUDH,44611,48
Sep-18,38,154464,TATA STEEL PROCESSING,EAST,CALS,43883,117
Sep-18,38,154632,TATA STEEL PROCESSING,NORTH,FBAD,58963,209
Sep-18,38,154632,TATA STEEL PROCESSING,NORTH,FBAD,57733,720
Sep-18,38,154632,TATA STEEL PROCESSING,NORTH,FBAD,45431,231
Sep-18,38,154632,TATA STEEL PROCESSING,NORTH,GBAD,45951,48
Sep-18,38,154641,TATA STEEL PROCESSING,WEST,PUNE,51796,806
Sep-18,38,154641,TATA STEEL PROCESSING,WEST,PUNE,44284,1048
Sep-18,38,154641,TATA STEEL PROCESSING,WEST,PUNE,46838,289
Sep-18,38,154641,TATA STEEL PROCESSING,WEST,PUNE,41671,45
Sep-18,38,155517,R.S. BOKARO METAL (P) LTD.,EAST,JAMS,58093,23
Sep-18,38,155517,R.S. BOKARO METAL (P) LTD.,EAST,JAMS,58999,35
Sep-18,38,155819,ANUSHKA ENTERPRISES,WEST,AMED,46445,1054
Sep-18,38,157235,DEVI DAYAL HARI KISHAN,NORTH,KANP,35827,39
Sep-18,38,158122,WRINKLE DISTRIBUTORS PVT LTD.,WEST,AMED,57158,314
Sep-18,38,160245,M/S SHREE SALES,WEST,NPUR,63944,29
Sep-18,38,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,58639,48
Sep-18,38,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,59327,131
Sep-18,38,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,50411,397
Sep-18,38,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,45235,120
Sep-18,38,161834,PSPL STEEL PROCESSORS PVT. LIMITED,EAST,JAMS,41730,444
Sep-18,38,162906,MANGLA SONS,NORTH,CDGH,54684,12
Sep-18,38,163486,ROHIT & COMPANY,WEST,BOMB,53619,719
Sep-18,38,163486,ROHIT & COMPANY,WEST,BOMB,47129,1384
Sep-18,38,163486,ROHIT & COMPANY,WEST,BOMB,50735,504
Sep-18,38,163486,ROHIT & COMPANY,WEST,BOMB,49340,46
Sep-18,38,163586,VATIKA TRACOM PVT. LTD.,NORTH,JPUR,45100,135
Sep-18,38,165053,SUDISA ENTERPRISES (P) LTD.,EAST,JAMS,48497,48
Sep-18,38,165505,BMW VYAPAR PRIVATE LIMITED,WEST,INDR,42085,309
Sep-18,38,165873,FAIRDEAL ENTERPRISES,NORTH,LUDH,55714,48
Sep-18,38,165938,NORTHERN STEEL AND GENERAL MILLS PVT LTD,NORTH,DELI,46448,1266
Sep-18,38,165960,NORTHERN STEEL AND GENERAL MILLS PVT LTD,NORTH,DELI,46168,1375
Sep-18,38,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,48684,128
Sep-18,38,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,43467,198
Sep-18,38,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,44811,96
Sep-18,38,166137,BMW VENTURES LTD.,EAST,PATN,50914,775
Sep-18,38,166151,BMW VENTURES LTD.,EAST,PATN,45806,1581
Sep-18,38,800549,G.K. ISPAT PVT LTD,SOUTH,BANG,43740,684
Sep-18,38,801611,SHIVA FERRIC PVT LTD,SOUTH,BANG,45715,486
Sep-18,38,801611,SHIVA FERRIC PVT LTD,SOUTH,BANG,45298,21
Sep-18,38,804036,SM CORPORATION LTD (UA),EAST,GWAH,44456,265
Sep-18,38,804039,SM CORPORATION LTD (LA),EAST,GWAH,46011,427
Sep-18,38,813502,PASA RESOURCES PVT. LTD.,EAST,JAMS,66021,82
Sep-18,38,813502,PASA RESOURCES PVT. LTD.,EAST,JAMS,49212,1308
Sep-18,38,813776,PASA RESOURCES PRIVATE LIMITED,EAST,PATN,47311,274
Sep-18,38,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,58125,69
Sep-18,38,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,53287,55
Sep-18,38,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,45873,20
Sep-18,38,817217,TATA STEEL PROCESSING,SOUTH,BANG,45920,149
Sep-18,38,817217,TATA STEEL PROCESSING,SOUTH,BANG,46745,71
Sep-18,38,817217,TATA STEEL PROCESSING,SOUTH,BANG,46740,24
Sep-18,38,817600,SAMRAT IRONS PRIVATE LIMITED (A.P.),SOUTH,SBAD,45868,873
Sep-18,38,817765,SAMRAT IRONS PVT LTD,SOUTH,SBAD,46181,751
Sep-18,38,817901,KAUSALYA AGENCIES,SOUTH,SBAD,58108,68
Sep-18,38,819097,BHAGWATI STEEL SALES,NORTH,CDGH,51286,672
Sep-18,38,819097,BHAGWATI STEEL SALES,NORTH,CDGH,44869,692
Sep-18,38,819097,BHAGWATI STEEL SALES,NORTH,CDGH,45241,48
Sep-18,38,822271,TATA STEEL PROCESSING,SOUTH,MADS,52733,76
Sep-18,38,822271,TATA STEEL PROCESSING,SOUTH,MADS,44520,27
Sep-18,38,826558,V.N.C. STEEL DISTRIBUTORS,SOUTH,MADS,30725,83
Sep-18,38,826773,BODHAVJI AND COMPANY,WEST,PUNE,55338,32
Sep-18,38,828300,SILIGURI BUILDERS PVT. LTD.,EAST,CALS,59839,154
Sep-18,38,830260,INDICOR STEEL PRIVATE LIMITED,SOUTH,SBAD,42069,528
Sep-18,38,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,58365,62
Sep-18,38,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,53264,36
Sep-18,38,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,52236,496
Sep-18,38,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,42801,816
Sep-18,38,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,45477,46
Sep-18,38,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,41528,32
Sep-18,38,847471,AASHRAY ENTERPRISES,SOUTH,SBAD,56960,145
