,Material No,Matl Group,MG 1,MG 2,MG 3,WidthXThk,PROFILE,COLOUR,LOCK MAKE,Design
1344,1298081,1,1,1,1,785,0,7,18,PLAINWOOD
1345,1301948,1,1,1,1,782,0,3,6,PLAINWOOD
1346,1302048,1,1,1,1,565,10,25,6,PLAINSTEEL
1347,1303668,1,0,0,1,173,0,7,6,E01
1348,1233302,0,0,0,1,197,2,7,6,E32
1349,1233303,0,0,0,1,797,2,7,6,E32
1350,1233407,0,1,1,1,599,0,0,6,PLAINWOOD
1351,1226107,0,0,0,1,175,0,7,6,E02
1352,1227317,0,1,1,1,867,0,7,6,E01
1353,1256252,1,1,1,1,175,0,0,6,E05
1354,1256333,1,0,0,1,721,0,7,6,PLAINWOOD
1355,1258429,1,0,0,1,721,0,7,6,PLAINWOOD
1356,1258447,1,1,1,1,51,5,7,6,E32
1357,1258448,1,1,1,1,51,5,7,6,E32
1358,1259593,1,1,1,1,175,0,26,6,PLAINSTEEL
1359,1259781,1,1,1,1,754,0,15,0,PLAINSTEEL
1360,1262904,1,0,0,1,786,2,8,12,PLAINWOOD
1361,1265521,1,0,0,1,175,0,8,12,E32
1362,1266987,1,0,0,0,474,0,3,12,E18
1363,1268387,1,0,0,0,458,4,18,19,PLAINSTEEL
1364,1267891,1,0,0,0,381,4,24,5,PLAINSTEEL
1365,1267900,1,0,0,0,398,4,18,5,PLAINSTEEL
1366,1268403,1,0,0,0,451,4,18,5,PLAINSTEEL
1367,1268387,1,0,0,0,458,4,18,19,PLAINSTEEL
1368,1268403,1,0,0,0,451,4,18,5,PLAINSTEEL
1369,1269163,1,0,0,1,721,0,1,7,PLAINWOOD
1370,1269164,1,0,0,1,721,0,1,7,PLAINWOOD
1371,1269166,1,0,0,1,716,0,1,6,PLAINWOOD
1372,1269214,1,1,1,1,571,0,1,15,PLAINWOOD
1373,1269341,1,1,1,1,786,0,26,21,PLAINSTEEL
1374,1269342,1,0,0,0,352,7,26,6,PLAINSTEEL
1375,1269731,1,0,0,1,547,0,1,12,PLAINWOOD
1376,1278128,1,0,0,0,185,7,7,6,PLAINWOOD
1377,1278154,1,1,1,1,118,0,7,6,E01
1378,1278242,1,0,0,1,244,5,7,16,E32
1379,1278243,1,0,0,1,244,5,7,16,E32
1380,1278244,1,0,0,1,6,5,1,16,E32
1381,1278245,1,0,0,1,6,5,1,16,E32
1382,1278246,1,0,0,1,6,5,7,16,E32
1383,1278247,1,0,0,1,6,5,7,16,E32
1384,1278248,1,0,0,1,241,5,1,16,E02
1385,1278249,1,0,0,1,241,5,1,16,E02
1386,1278312,1,0,0,1,335,0,1,12,PLAINWOOD
1387,1278313,1,0,0,1,335,0,1,12,PLAINWOOD
1388,1278342,1,1,1,1,573,0,25,21,PLAINSTEEL
1389,1279366,1,0,0,1,75,0,2,6,E18
1390,1279678,1,1,1,1,776,2,7,6,E01
1391,1282964,1,1,1,1,20,0,1,21,PLAINWOOD
1392,1283080,1,0,0,1,323,4,28,19,PLAINSTEEL
1393,1283090,1,0,0,1,185,2,1,6,E01
1394,1283091,1,0,0,1,185,2,0,6,E01
1395,1283092,1,0,0,1,185,2,8,6,E02
1396,1283093,1,0,0,1,185,2,7,6,E02
1397,1283262,1,1,1,1,197,9,8,6,PLAINWOOD
1398,1283263,1,1,1,1,197,9,8,6,PLAINWOOD
1399,1283357,1,0,0,0,0,0,19,20,PLAINSTEEL
1400,1283361,1,0,0,1,632,0,28,20,PLAINSTEEL
1401,1291953,1,0,0,1,175,2,7,12,E32
1402,1291966,1,1,1,1,633,2,7,15,PLAINWOOD
1403,1292034,1,1,1,1,776,5,27,6,PLAINSTEEL
1404,1292185,1,0,0,1,721,0,25,16,PLAINSTEEL
1405,1293323,1,0,0,1,279,0,3,6,E01
1406,1293420,1,0,0,1,175,2,7,6,E05
1407,1293907,1,1,1,1,529,0,1,17,PLAINWOOD
1408,1293922,1,1,1,1,531,0,1,17,PLAINWOOD
1409,1293927,1,1,1,1,747,2,1,17,PLAINWOOD
1410,1295963,1,1,1,1,641,2,1,21,PLAINWOOD
1411,1295996,1,1,1,1,719,2,7,21,E32
1412,1296002,1,1,1,1,637,2,7,6,PLAINWOOD
1413,1296043,1,0,0,1,317,0,1,9,E18
1414,1298090,1,0,0,1,506,0,3,9,PLAINWOOD
1415,1298235,1,1,1,1,551,0,28,6,PLAINSTEEL
1416,1301949,1,1,1,1,54,0,3,6,PLAINWOOD
1417,1302046,1,1,1,1,570,10,0,6,PLAINWOOD
1418,1302047,1,1,1,1,565,10,25,6,PLAINSTEEL
1419,1303584,1,0,0,1,219,0,0,12,E05
1420,1303585,1,0,0,1,219,0,0,12,E05
1421,1303586,1,1,1,1,822,0,0,6,E05
1422,1303587,1,1,1,1,822,0,0,6,E05
1423,1303595,1,1,1,1,797,0,25,7,PLAINSTEEL
1424,1303834,1,0,0,1,765,0,7,6,PLAINWOOD
1425,1303972,1,0,0,1,221,2,7,8,E18
1426,1304033,1,0,0,1,130,6,1,12,E01
1427,1304035,1,0,0,1,156,6,1,12,E01
1428,1307752,1,1,1,1,822,2,7,6,E18
1429,1307760,1,0,0,1,822,2,7,12,E05
1430,1308030,1,1,1,1,797,5,8,6,E32
1431,1308127,1,1,1,1,599,0,25,7,PLAINSTEEL
1432,1308249,1,0,0,1,762,0,7,6,E01
1433,1308250,1,0,0,1,762,0,7,6,E01
1434,1232991,0,1,1,1,808,0,7,6,E32
1435,1233151,0,1,1,1,762,0,16,15,PLAINSTEEL
1436,1233172,0,1,1,1,786,2,16,6,PLAINSTEEL
1437,1233173,0,1,1,1,786,2,17,6,PLAINSTEEL
1438,1234597,0,0,0,1,26,2,1,6,E18
1439,1235051,0,1,1,1,822,2,0,21,PLAINWOOD
1440,1227282,0,1,1,1,867,0,3,6,PLAINWOOD
1441,1227283,0,1,1,1,867,0,3,6,PLAINWOOD
1442,1239686,1,1,1,1,822,2,0,21,PLAINWOOD
1443,1256016,1,1,1,1,776,0,1,6,E32
1444,1256139,1,1,1,1,776,0,1,6,E32
1445,1256236,1,1,1,1,822,2,7,6,PLAINWOOD
1446,1256325,1,1,1,1,601,0,16,6,PLAINSTEEL
1447,1256326,1,1,1,1,828,0,16,6,PLAINSTEEL
1448,1258335,1,1,1,1,641,2,1,6,PLAINWOOD
1449,1258422,1,0,0,1,716,0,1,6,PLAINWOOD
1450,1258455,1,1,1,1,776,5,12,6,PLAINSTEEL
1451,1258456,1,1,1,1,776,5,12,6,PLAINSTEEL
1452,1259598,1,1,1,1,631,0,15,0,PLAINSTEEL
1453,1259599,1,1,1,1,570,0,15,0,PLAINSTEEL
1454,1259927,1,1,1,1,789,0,1,6,PLAINWOOD
1455,1259601,1,0,0,1,26,0,25,6,PLAINSTEEL
1456,1259621,1,1,1,1,486,0,7,7,PLAINWOOD
1457,1259788,1,0,0,1,791,2,1,12,E32
1458,1261115,1,0,0,0,370,0,7,5,PLAINWOOD
1459,1262906,1,0,0,1,185,2,8,12,PLAINWOOD
1460,1263248,1,1,1,1,808,0,7,6,E32
1461,1264231,1,1,1,1,776,0,2,6,PLAINWOOD
1462,1264232,1,1,1,1,776,0,2,6,PLAINWOOD
1463,1265528,1,0,0,1,776,0,7,12,E32
1464,1266881,1,1,1,1,867,0,20,6,PLAINSTEEL
1465,1267905,1,0,0,0,456,4,24,5,PLAINSTEEL
1466,1269206,1,1,1,1,197,0,1,6,E02
1467,1269302,1,1,1,1,820,0,3,15,PLAINWOOD
1468,1269303,1,1,1,1,820,0,19,15,PLAINSTEEL
1469,1269322,1,1,1,1,51,5,1,21,E18
1470,1269323,1,1,1,1,51,5,1,21,E18
1471,1271115,1,0,0,1,776,0,1,12,PLAINWOOD
1472,1271169,1,1,1,1,797,0,1,6,PLAINWOOD
1473,1271170,1,1,1,1,797,0,1,6,PLAINWOOD
1474,1271187,1,0,0,1,842,4,28,19,PLAINSTEEL
1475,1271321,1,0,0,1,762,0,7,12,E32
1476,1271322,1,0,0,1,762,0,7,12,E32
1477,1271323,1,1,1,1,762,0,1,21,PLAINWOOD
1478,1271324,1,1,1,1,762,0,1,21,PLAINWOOD
1479,1271331,1,1,1,1,772,0,0,6,PLAINWOOD
1480,1271342,1,0,0,1,238,0,7,6,E01
1481,1278047,1,0,0,1,197,9,8,12,E01
1482,1278064,1,0,0,1,185,7,7,6,E08
1483,1278121,1,0,0,1,317,5,1,12,E18
1484,1278266,1,0,0,1,335,0,1,12,PLAINWOOD
1485,1279393,1,1,1,1,317,0,7,6,E02
1486,1279409,1,0,0,1,185,0,1,6,E01
1487,1279464,1,0,0,1,175,0,8,12,E18
1488,1279694,1,1,1,1,721,0,25,6,PLAINSTEEL
1489,1279730,1,0,0,1,20,0,1,12,PLAINWOOD
1490,1279761,1,1,1,1,786,0,24,15,PLAINSTEEL
1491,1283471,1,0,0,1,481,0,28,20,PLAINSTEEL
1492,1283019,1,0,0,1,721,0,1,5,PLAINWOOD
1493,1283085,1,0,0,1,219,8,8,12,E32
1494,1283096,1,0,0,1,185,8,0,6,E18
1495,1283097,1,0,0,1,185,8,7,6,E32
1496,1283098,1,0,0,1,185,8,0,6,PLAINWOOD
1497,1283099,1,0,0,1,185,8,7,6,PLAINWOOD
1498,1283100,1,1,1,1,786,2,25,6,PLAINSTEEL
1499,1283101,1,1,1,1,786,2,30,6,PLAINSTEEL
1500,1283199,1,1,1,1,786,12,8,6,PLAINWOOD
1501,1283200,1,1,1,1,786,12,0,6,PLAINWOOD
1502,1283201,1,1,1,1,786,12,1,6,PLAINWOOD
1503,1283202,1,1,1,1,786,12,8,6,PLAINWOOD
1504,1283203,1,1,1,1,786,12,7,6,PLAINWOOD
1505,1283205,1,1,1,1,786,12,0,6,PLAINWOOD
1506,1283208,1,1,1,1,786,12,30,6,PLAINSTEEL
1507,1283209,1,1,1,1,786,12,30,6,PLAINSTEEL
1508,1283239,1,0,0,1,315,0,7,6,E01
1509,1292249,1,0,0,0,414,2,21,5,PLAINWOOD
1510,1292042,1,1,1,1,797,0,25,6,PLAINSTEEL
1511,1292072,1,0,0,1,108,6,1,12,E01
1512,1292249,1,0,0,0,414,2,21,5,PLAINWOOD
1513,1293156,1,0,0,1,599,0,7,6,PLAINWOOD
1514,1293165,1,0,0,1,197,8,0,6,E18
1515,1293167,1,0,0,1,197,8,0,6,PLAINWOOD
1516,1293169,1,1,1,1,185,2,25,6,PLAINSTEEL
1517,1293170,1,1,1,1,185,2,30,6,PLAINSTEEL
1518,1293171,1,1,1,1,185,2,30,6,PLAINSTEEL
1519,1293257,1,1,1,1,547,0,25,21,PLAINSTEEL
1520,1293258,1,1,1,1,547,0,25,21,PLAINSTEEL
1521,1293341,1,1,1,1,786,12,3,6,PLAINWOOD
1522,1293342,1,1,1,1,786,12,11,6,PLAINWOOD
1523,1293343,1,1,1,1,786,12,11,6,PLAINWOOD
1524,1293344,1,1,1,1,786,12,4,6,PLAINWOOD
1525,1293345,1,1,1,1,786,12,10,6,PLAINWOOD
1526,1293346,1,1,1,1,786,12,3,6,PLAINWOOD
1527,1293667,1,0,0,1,47,0,7,12,E01
1528,1293668,1,1,1,1,867,0,1,6,E05
1529,1293890,1,0,0,0,456,4,18,5,PLAINSTEEL
1530,1293899,1,0,0,0,441,4,18,5,PLAINSTEEL
1531,1293914,1,1,1,1,530,0,1,17,PLAINWOOD
1532,1293915,1,1,1,1,530,2,1,17,PLAINWOOD
1533,1295967,1,0,0,1,822,2,8,12,E01
1534,1297980,1,0,0,1,144,0,7,6,E32
1535,1297981,1,1,1,1,144,0,7,6,E32
1536,1297982,1,1,1,1,144,0,7,6,E32
1537,1298009,1,1,1,1,808,0,7,6,PLAINWOOD
1538,1298010,1,1,1,1,808,0,7,6,PLAINWOOD
1539,1298011,1,1,1,1,811,0,7,6,E32
1540,1298012,1,1,1,1,811,0,7,6,E32
1541,1298080,1,1,1,1,785,0,7,18,PLAINWOOD
1542,1301824,1,0,0,1,867,0,19,6,PLAINSTEEL
1543,1301950,1,1,1,1,54,0,3,6,PLAINWOOD
1544,1303588,1,0,0,1,126,0,7,13,E32
1545,1303591,1,1,1,1,197,0,8,6,E32
1546,1303761,1,1,1,1,552,10,24,6,PLAINSTEEL
1547,1303818,1,1,1,1,19,0,25,6,PLAINSTEEL
1548,1303828,1,1,1,1,765,10,25,6,PLAINSTEEL
1549,1303910,1,1,1,1,31,2,1,21,E18
1550,1304034,1,0,0,1,132,6,1,12,E01
1551,1307773,1,0,0,1,124,0,7,6,E32
1552,1308320,1,1,1,1,677,0,25,15,PLAINSTEEL
1553,1308321,1,1,1,1,677,0,25,15,PLAINSTEEL
1554,1207800,1,0,0,0,822,2,7,6,
1555,1207878,1,0,0,1,175,0,8,6,E32
1556,1208100,1,0,0,1,185,0,8,6,E18
1557,1208488,1,1,1,1,822,0,7,6,E32
1558,1208817,1,1,1,1,175,0,1,6,E01
1559,1233113,0,1,1,1,26,2,7,21,E32
1560,1233304,0,0,0,1,797,2,7,6,E32
1561,1234886,0,0,0,1,185,0,8,6,E18
1562,1227301,0,1,1,1,47,0,7,6,E01
1563,1239582,1,1,1,1,51,5,1,21,E32
1564,1240246,1,1,1,1,599,1,1,6,PLAINWOOD
1565,1256025,1,1,1,1,599,2,1,6,PLAINWOOD
1566,1256043,1,1,1,1,822,2,1,21,E01
1567,1256141,1,1,1,1,175,0,1,6,E32
1568,1256327,1,1,1,1,591,0,7,21,PLAINWOOD
1569,1258304,1,1,1,1,791,0,7,21,PLAINWOOD
1570,1258331,1,0,0,1,26,0,1,6,E32
1571,1258449,1,1,1,1,51,5,1,6,E32
1572,1258489,1,1,1,1,175,0,3,6,E18
1573,1259650,1,0,0,1,716,0,7,7,PLAINWOOD
1574,1260949,1,1,1,1,647,0,1,21,E18
1575,1265487,1,1,1,1,175,0,20,6,PLAINSTEEL
1576,1265488,1,1,1,1,175,0,21,6,PLAINSTEEL
1577,1265489,1,1,1,1,175,0,19,6,PLAINSTEEL
1578,1265490,1,1,1,1,175,0,20,6,PLAINSTEEL
1579,1265539,1,1,1,1,185,0,1,6,PLAINWOOD
1580,1266680,1,1,1,1,197,0,0,21,PLAINWOOD
1581,1266779,1,0,0,0,345,0,3,12,PLAINWOOD
1582,1268380,1,0,0,0,470,4,18,19,PLAINSTEEL
1583,1268382,1,0,0,0,467,4,18,19,PLAINSTEEL
1584,1267912,1,1,1,1,822,0,0,21,PLAINWOOD
1585,1267919,1,1,1,1,809,0,0,21,PLAINWOOD
1586,1267940,1,1,1,1,822,2,2,21,PLAINWOOD
1587,1267941,1,1,1,1,822,2,2,21,PLAINWOOD
1588,1268286,1,1,1,1,552,0,8,6,PLAINWOOD
1589,1268344,1,1,1,1,185,0,7,6,PLAINWOOD
1590,1268380,1,0,0,0,470,4,18,19,PLAINSTEEL
1591,1268382,1,0,0,0,467,4,18,19,PLAINSTEEL
1592,1269165,1,0,0,1,716,0,7,7,PLAINWOOD
1593,1269176,1,1,1,1,837,0,0,21,PLAINWOOD
1594,1269208,1,1,1,1,797,0,1,6,E02
1595,1269418,1,1,1,1,599,0,6,6,PLAINWOOD
1596,1271116,1,0,0,1,776,0,1,12,PLAINWOOD
1597,1271167,1,0,0,1,338,0,1,6,PLAINWOOD
1598,1271168,1,0,0,1,338,0,1,6,PLAINWOOD
1599,1271212,1,1,1,1,101,0,3,21,E01
1600,1271238,1,1,1,1,721,0,7,6,PLAINWOOD
1601,1271280,1,0,0,1,175,0,8,12,PLAINWOOD
1602,1271326,1,0,0,1,317,0,8,12,E05
1603,1271327,1,0,0,1,317,0,8,12,E05
1604,1271328,1,0,0,1,185,0,8,12,E05
1605,1271384,1,1,1,1,837,0,0,21,PLAINWOOD
1606,1278050,1,0,0,1,197,9,1,12,E02
1607,1278116,1,0,0,1,317,5,1,12,E32
1608,1278117,1,0,0,1,317,5,1,12,E32
1609,1278118,1,0,0,1,317,5,7,12,E18
1610,1278119,1,0,0,1,317,5,7,12,E18
1611,1278122,1,0,0,1,317,5,1,12,E01
1612,1278123,1,0,0,1,317,5,1,12,E01
1613,1278250,1,0,0,1,244,5,7,16,E02
1614,1278251,1,0,0,1,244,5,7,16,E02
1615,1278271,1,0,0,1,795,0,1,12,PLAINWOOD
1616,1279392,1,1,1,1,175,0,4,6,E02
1617,1279454,1,0,0,1,175,0,21,6,PLAINSTEEL
1618,1279455,1,0,0,1,175,0,21,6,PLAINSTEEL
1619,1279456,1,1,1,1,51,0,21,6,PLAINSTEEL
1620,1279511,1,0,0,1,776,0,25,12,PLAINSTEEL
1621,1279594,1,1,1,1,219,0,1,6,E18
1622,1279702,1,1,1,1,101,0,3,6,E01
1623,1279728,1,0,0,1,19,0,1,12,PLAINWOOD
1624,1279729,1,0,0,1,20,0,1,12,PLAINWOOD
1625,1279763,1,1,1,1,791,0,7,15,PLAINWOOD
1626,1282960,1,1,1,1,786,0,0,21,PLAINWOOD
1627,1282996,1,1,1,1,185,0,1,6,E01
1628,1283022,1,0,0,1,323,0,1,6,PLAINWOOD
1629,1283028,1,0,0,1,329,2,7,12,PLAINWOOD
1630,1283084,1,0,0,1,219,8,8,12,E32
1631,1283187,1,1,1,1,786,0,11,6,E01
1632,1283257,1,0,0,0,461,0,28,5,PLAINSTEEL
1633,1283275,1,0,0,1,51,8,7,12,E01
1634,1283276,1,0,0,1,51,8,7,12,E01
1635,1283281,1,1,1,1,765,0,25,6,PLAINSTEEL
1636,1291861,1,1,1,1,822,2,2,21,PLAINWOOD
1637,1291898,1,0,0,1,192,0,1,12,E05
1638,1291938,1,0,0,1,185,7,8,6,E18
1639,1291939,1,0,0,1,185,7,8,6,E18
1640,1291945,1,0,0,0,221,0,7,12,PLAINWOOD
1641,1291972,1,1,1,0,641,2,7,21,PLAINWOOD
1642,1292036,1,1,1,1,776,5,27,6,PLAINSTEEL
1643,1292076,1,0,0,1,66,6,1,12,E01
1644,1292119,1,0,0,1,124,5,3,16,E32
1645,1292120,1,0,0,1,124,5,3,16,E32
1646,1292121,1,0,0,1,124,5,3,16,E01
1647,1292122,1,0,0,1,124,5,3,16,E01
1648,1292123,1,0,0,1,124,5,7,16,E32
1649,1292124,1,0,0,1,124,5,7,16,E32
1650,1292125,1,0,0,1,124,5,7,16,E01
1651,1292126,1,0,0,1,124,5,7,16,E01
1652,1292132,1,0,0,1,716,5,3,15,PLAINWOOD
1653,1292133,1,0,0,1,716,5,3,15,PLAINWOOD
1654,1292134,1,0,0,1,716,5,0,15,PLAINWOOD
1655,1292135,1,0,0,1,716,5,0,15,PLAINWOOD
1656,1292209,1,0,0,1,716,0,1,16,PLAINWOOD
1657,1292210,1,0,0,1,716,0,0,16,PLAINWOOD
1658,1292217,1,0,0,1,721,0,25,16,PLAINSTEEL
1659,1292242,1,1,1,1,716,0,1,6,E32
1660,1293114,1,1,1,1,762,0,0,21,E32
1661,1293300,1,0,0,1,786,0,8,6,E18
1662,1293301,1,1,1,1,786,0,8,6,E18
1663,1293411,1,0,0,1,18,0,1,6,PLAINWOOD
1664,1293418,1,1,1,1,547,10,0,6,PLAINWOOD
1665,1293467,1,0,0,1,329,0,7,6,E18
1666,1293591,1,1,1,1,175,0,1,15,PLAINWOOD
1667,1293592,1,1,1,1,175,0,1,15,PLAINWOOD
1668,1293654,1,1,1,1,591,2,3,15,PLAINWOOD
1669,1293658,1,1,1,1,47,0,3,6,E01
1670,1293685,1,1,1,1,716,0,25,6,PLAINSTEEL
1671,1293686,1,1,1,1,716,0,25,6,PLAINSTEEL
1672,1293881,1,0,0,0,399,4,24,5,PLAINSTEEL
1673,1293904,1,0,0,0,417,4,18,5,PLAINSTEEL
1674,1295911,1,1,1,1,828,2,8,21,PLAINWOOD
1675,1295916,1,1,1,1,601,2,8,6,PLAINWOOD
1676,1295921,1,1,1,1,185,0,1,6,E18
1677,1295964,1,0,0,1,26,0,1,6,E32
1678,1295995,1,1,1,1,719,2,7,21,E32
1679,1295999,1,0,0,1,25,2,7,6,E32
1680,1296013,1,0,0,1,822,0,7,12,PLAINWOOD
1681,1296020,1,1,1,1,797,0,1,6,E01
1682,1296021,1,1,1,1,797,0,1,6,E01
1683,1296027,1,1,1,1,721,10,0,21,PLAINWOOD
1684,1296028,1,1,1,1,721,10,0,21,PLAINWOOD
1685,1296036,1,0,0,0,26,2,0,12,PLAINWOOD
1686,1297986,1,1,1,1,771,0,19,6,PLAINSTEEL
1687,1298074,1,0,0,0,349,0,19,9,PLAINSTEEL
1688,1298082,1,1,1,1,569,0,7,18,PLAINWOOD
1689,1298088,1,0,0,1,279,0,3,9,E01
1690,1298259,1,1,1,1,721,0,8,21,PLAINWOOD
1691,1298260,1,1,1,1,721,0,8,21,PLAINWOOD
1692,1298318,1,0,0,1,767,3,7,12,PLAINWOOD
1693,1298349,1,1,1,1,551,0,1,21,PLAINWOOD
1694,1298350,1,1,1,1,551,0,1,21,PLAINWOOD
1695,1298356,1,0,0,1,791,0,1,6,E32
1696,1298358,1,0,0,1,192,0,1,12,E32
1697,1301818,1,1,1,1,762,0,3,6,PLAINWOOD
1698,1301822,1,0,0,1,867,0,8,6,E32
1699,1301823,1,0,0,1,867,0,8,6,E32
1700,1301952,1,0,0,1,26,0,1,6,E01
1701,1301991,1,0,0,1,77,0,19,6,PLAINSTEEL
1702,1302119,1,1,1,1,776,10,25,6,PLAINSTEEL
1703,1303590,1,1,1,1,571,0,25,6,PLAINSTEEL
1704,1303671,1,0,0,1,173,0,3,6,E18
1705,1303725,1,1,1,1,197,0,1,6,E32
1706,1303760,1,1,1,1,552,10,24,6,PLAINSTEEL
1707,1303833,1,0,0,1,765,0,7,6,PLAINWOOD
1708,1303878,1,1,1,1,327,10,7,6,PLAINWOOD
1709,1303948,1,1,1,1,591,2,0,21,PLAINWOOD
1710,1307827,1,0,0,1,26,2,0,12,E18
1711,1307887,1,1,1,1,126,0,7,6,PLAINWOOD
1712,1307977,1,1,1,1,828,2,8,6,E01
1713,1308026,1,1,1,1,570,5,30,15,PLAINSTEEL
1714,1308056,1,0,0,1,197,5,7,12,E32
1715,1308095,1,1,1,1,547,0,1,6,PLAINWOOD
1716,1308119,1,1,1,1,175,0,0,7,E18
1717,1308120,1,1,1,1,175,0,0,7,E18
1718,1308147,1,0,0,1,317,8,7,6,E18
1719,1308184,1,0,0,1,76,0,19,6,PLAINSTEEL
1720,1208136,1,0,0,1,26,2,7,6,E01
1721,1208639,1,0,0,1,175,0,7,6,E02
1722,1208684,1,0,0,1,786,0,7,6,E32
1723,1209219,1,1,1,1,599,2,3,15,
1724,1233110,0,0,0,1,26,2,8,6,E32
1725,1233424,0,0,0,1,175,0,8,6,E32
1726,1233536,0,1,1,1,552,0,14,6,PLAINSTEEL
1727,1234595,0,0,0,1,822,2,1,6,PLAINWOOD
1728,1234955,0,1,1,1,552,0,0,21,PLAINWOOD
1729,1235174,0,1,1,1,820,0,8,6,E32
1730,1225984,0,1,1,1,566,0,16,6,PLAINSTEEL
1731,1226445,0,1,1,1,173,0,7,6,E32
1732,1227319,0,1,1,1,867,0,1,6,E05
1733,1239477,1,0,0,1,822,2,3,6,E32
1734,1239557,1,0,0,1,26,2,7,6,E18
1735,1239612,1,0,0,1,26,2,8,6,E32
1736,1239999,1,1,1,1,820,1,7,21,PLAINWOOD
1737,1255991,1,0,0,1,219,8,7,6,E32
1738,1256171,1,1,1,1,762,0,16,6,PLAINSTEEL
1739,1256231,1,1,1,1,822,2,3,21,E32
1740,1258330,1,0,0,1,26,2,1,6,E32
1741,1258487,1,1,1,1,599,0,3,6,PLAINWOOD
1742,1259631,1,1,1,1,615,0,1,21,PLAINWOOD
1743,1259637,1,1,1,1,51,0,8,6,E05
1744,1259658,1,0,0,0,822,8,3,6,PLAINWOOD
1745,1259787,1,0,0,1,791,2,1,12,E32
1746,1260952,1,1,1,1,197,0,1,21,E18
1747,1260957,1,0,0,0,26,8,8,6,PLAINWOOD
1748,1260958,1,0,0,1,822,2,3,6,E01
1749,1260960,1,1,1,1,600,2,7,6,PLAINWOOD
1750,1260961,1,1,1,1,30,2,7,21,E02
1751,1262909,1,1,1,1,841,0,7,6,PLAINWOOD
1752,1263467,1,0,0,0,457,4,29,19,PLAINSTEEL
1753,1266685,1,1,1,1,571,0,21,21,PLAINSTEEL
1754,1266791,1,1,1,1,175,0,28,15,PLAINSTEEL
1755,1266792,1,1,1,1,175,0,28,15,PLAINSTEEL
1756,1266891,1,1,1,1,151,0,25,6,PLAINSTEEL
1757,1266940,1,1,1,1,192,2,7,6,PLAINWOOD
1758,1267769,1,0,0,1,219,2,7,12,E32
1759,1267853,1,0,0,0,429,4,18,19,PLAINSTEEL
1760,1267868,1,0,0,0,429,4,18,19,PLAINSTEEL
1761,1267906,1,0,0,0,419,4,24,5,PLAINSTEEL
1762,1267954,1,0,0,1,776,0,1,12,E32
1763,1268275,1,1,1,1,786,0,0,6,PLAINWOOD
1764,1268276,1,1,1,1,786,0,0,6,PLAINWOOD
1765,1268277,1,1,1,1,552,0,25,6,PLAINSTEEL
1766,1268282,1,1,1,1,558,0,8,6,PLAINWOOD
1767,1268288,1,1,1,1,776,0,1,21,PLAINWOOD
1768,1268291,1,1,1,1,547,0,1,21,PLAINWOOD
1769,1268295,1,1,1,1,776,0,0,21,PLAINWOOD
1770,1268347,1,1,1,1,786,0,1,21,PLAINWOOD
1771,1269178,1,1,1,1,552,0,8,15,PLAINWOOD
1772,1269186,1,1,1,1,786,5,8,15,E01
1773,1269193,1,1,1,1,197,0,0,21,E01
1774,1269194,1,1,1,1,197,0,0,21,E01
1775,1269205,1,1,1,1,197,0,1,6,E02
1776,1269210,1,1,1,1,908,0,0,21,E01
1777,1269215,1,0,0,1,26,2,27,6,PLAINSTEEL
1778,1269250,1,1,1,1,134,2,1,21,PLAINWOOD
1779,1269285,1,1,1,1,591,0,7,21,PLAINWOOD
1780,1269373,1,0,0,1,566,0,10,6,PLAINWOOD
1781,1269393,1,1,1,1,776,2,7,22,PLAINWOOD
1782,1269394,1,1,1,1,591,2,7,22,PLAINWOOD
1783,1269395,1,1,1,1,776,2,7,22,PLAINWOOD
1784,1269396,1,1,1,1,591,2,7,22,PLAINWOOD
1785,1269397,1,1,1,1,776,3,7,22,PLAINWOOD
1786,1269398,1,1,1,1,599,2,7,22,PLAINWOOD
1787,1269732,1,0,0,1,547,0,1,12,PLAINWOOD
1788,1271113,1,0,0,1,871,0,1,12,E32
1789,1271114,1,0,0,1,871,0,1,12,E32
1790,1271139,1,1,1,1,540,0,1,21,PLAINWOOD
1791,1271142,1,1,1,1,48,0,7,6,E32
1792,1271194,1,0,0,1,10,4,28,19,PLAINSTEEL
1793,1271195,1,0,0,1,10,4,28,19,PLAINSTEEL
1794,1271201,1,1,1,1,786,0,0,22,E02
1795,1271343,1,0,0,1,238,0,8,6,E01
1796,1271344,1,0,0,1,238,0,7,6,E02
1797,1271345,1,0,0,1,238,0,8,6,E02
1798,1271346,1,0,0,1,238,0,7,6,E18
1799,1271347,1,0,0,1,238,0,8,6,E18
1800,1271348,1,0,0,1,240,0,7,6,E01
1801,1271349,1,0,0,1,240,0,8,6,E01
1802,1271350,1,0,0,1,240,0,7,6,E02
1803,1271351,1,0,0,1,240,0,8,6,E02
1804,1271352,1,0,0,1,240,0,7,6,E18
1805,1271353,1,0,0,1,240,0,8,6,E18
1806,1278061,1,0,0,1,185,0,7,13,E05
1807,1278166,1,0,0,1,220,2,7,13,E01
1808,1278268,1,0,0,1,194,0,1,12,PLAINWOOD
1809,1278272,1,0,0,1,795,0,1,12,PLAINWOOD
1810,1278279,1,1,1,1,575,0,7,6,PLAINWOOD
1811,1278294,1,0,0,1,185,0,3,12,E32
1812,1278340,1,1,1,1,780,2,1,6,PLAINWOOD
1813,1278427,1,1,1,1,527,0,8,6,PLAINWOOD
